CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth
Chennai Petroleum Corporation Ltd.,INE178A01016,CHENNPETRO,500110.000000,2023-12-31,True,2024-02-01,12140021.000000,2023-12-31,3.000000,3.000000,204564100000.000000,197743600000.000000,6820500000.000000,499700000.000000,1510300000.000000,0.000000,4810500000.000000,1210600000.000000,3599900000.000000,3599900000.000000,1489100000.000000,0.000000,2.417501,1.759791,False,151.829311,27.385773,7.995165,4170.301291,165496900000.000000,-15.220009
Indian Oil Corporation Ltd.,INE242A01010,IOC,530965.000000,2024-02-01,True,2024-02-01,12140022.000000,2023-12-31,3.000000,3.000000,2005568800000.000000,1833195200000.000000,172373600000.000000,18320900000.000000,43413000000.000000,0.000000,107682000000.000000,27048100000.000000,80633900000.000000,80633900000.000000,141212400000.000000,0.000000,0.571011,4.020500,False,1699.823665,-2.856977,0.918285,4861.270424,1807222800000.000000,-13.811956
Oil India Ltd.,INE274J01014,OIL,533106.000000,2024-02-01,True,2024-02-01,12140038.000000,2023-12-31,3.000000,3.000000,63230200000.000000,37092700000.000000,26137500000.000000,1813900000.000000,4992200000.000000,0.000000,19331400000.000000,3488600000.000000,15842800000.000000,15842800000.000000,10844100000.000000,0.000000,1.460960,25.055749,False,-9.267510,15.417696,0.299988,-81.092454,66225500000.000000,19.578171
Petronet LNG Ltd.,INE347G01014,PETRONET,532522.000000,2024-02-01,True,2024-02-01,12140039.000000,2023-12-31,3.000000,3.000000,149036800000.000000,130412200000.000000,18624600000.000000,696700000.000000,1954800000.000000,0.000000,15973100000.000000,4066400000.000000,11906700000.000000,11906700000.000000,15000000000.000000,0.000000,0.793780,7.989101,False,0.858082,-6.617025,0.545400,9.922741,126887400000.000000,-21.089778
Gujarat State Petronet Ltd.,INE246F01010,GSPL,532702.000000,2024-02-01,True,2024-02-01,12140048.000000,2023-12-31,3.000000,3.000000,5753247000.000000,1746484000.000000,4006763000.000000,11919000.000000,488403000.000000,0.000000,3506441000.000000,884454000.000000,2621987000.000000,2621987000.000000,5642114000.000000,0.000000,0.464717,45.574038,False,53.393931,38.485463,0.942946,69.317356,7956280000.000000,47.781590
Reliance Industries Ltd.,INE002A01018,RELIANCE,500325.000000,2024-02-01,True,2024-02-01,12150008.000000,2023-12-31,3.000000,3.000000,1306640000000.000000,1101370000000.000000,205270000000.000000,29820000000.000000,45670000000.000000,0.000000,129780000000.000000,30540000000.000000,99240000000.000000,99240000000.000000,67660000000.000000,0.000000,1.466745,7.595053,False,18.523827,1.631847,1.656518,62.082430,1433840000000.000000,1.773787
Welspun Living Ltd.,INE192B01031,WELSPUNLIV,514162.000000,2024-02-01,True,2024-02-01,12150015.000000,2023-12-31,3.000000,3.000000,16619000000.000000,14538900000.000000,2080100000.000000,185000000.000000,563600000.000000,0.000000,1331500000.000000,387000000.000000,944500000.000000,944500000.000000,971800000.000000,0.000000,0.971908,5.683254,False,84.752231,17.040157,1.727207,2076.853926,20501200000.000000,31.617907
Jindal Poly Films Ltd.,INE197D01010,JINDALPOLY,500227.000000,2023-12-31,True,2024-02-01,12150022.000000,2023-12-31,3.000000,3.000000,2771000000.000000,1343800000.000000,1427200000.000000,302000000.000000,196800000.000000,0.000000,928400000.000000,53800000.000000,874600000.000000,874600000.000000,437900000.000000,0.000000,1.997260,31.562613,False,118.650000,29.825712,1.462663,-95.222003,2432600000.000000,-71.561177
Century Enka Ltd.,INE485A01015,CENTENKA,500280.000000,2023-12-31,True,2024-02-01,12160002.000000,2023-12-31,3.000000,3.000000,4563600000.000000,4322900000.000000,240700000.000000,15600000.000000,126600000.000000,0.000000,98500000.000000,24300000.000000,74200000.000000,74200000.000000,218500000.000000,0.000000,0.339588,1.625909,False,-25.576730,-3.340182,0.206407,-82.424006,4081900000.000000,-28.150743
SRF Ltd.,INE647A01010,SRF,503806.000000,2024-02-01,True,2024-02-01,12170004.000000,2023-12-31,3.000000,3.000000,25341300000.000000,19889800000.000000,5451500000.000000,518300000.000000,1413200000.000000,0.000000,3520000000.000000,891900000.000000,2628100000.000000,2628100000.000000,2964200000.000000,0.000000,0.886614,10.370818,False,-46.913505,-11.765812,1.041495,-29.700558,26250900000.000000,-12.867025
Finolex Industries Ltd.,INE183A01024,FINPIPE,500940.000000,2024-02-01,True,2024-02-01,12190003.000000,2023-12-31,3.000000,3.000000,10548100000.000000,8997900000.000000,1550200000.000000,76600000.000000,275700000.000000,0.000000,1197900000.000000,305800000.000000,892100000.000000,892100000.000000,1236700000.000000,0.000000,0.721355,8.457447,False,23.782434,-8.482708,0.758308,199.850937,9456600000.000000,-3.545419
Astral Ltd.,INE006I01046,ASTRAL,532830.000000,2024-02-01,True,2024-02-01,12190030.000000,2023-12-31,3.000000,3.000000,12513000000.000000,10453000000.000000,2060000000.000000,53000000.000000,396000000.000000,0.000000,1611000000.000000,410000000.000000,1201000000.000000,1201000000.000000,269000000.000000,0.000000,4.464684,9.598018,False,-11.498867,9.312484,4.758364,46.243307,12309000000.000000,17.688115
Prince Pipes & Fittings Ltd.,INE689W01016,PRINCEPIPE,542907.000000,2024-02-01,True,2024-02-01,12190047.000000,2023-12-31,3.000000,3.000000,6216290000.000000,5429530000.000000,786760000.000000,27140000.000000,229120000.000000,0.000000,530500000.000000,154170000.000000,376330000.000000,376330000.000000,1105610000.000000,0.000000,0.340382,6.053932,False,6.337949,-12.089530,0.638869,,6604060000.000000,
Carysil Ltd.,INE482D01024,CARYSIL,524091.000000,2023-12-31,True,2024-02-01,12200001.000000,2023-09-30,3.000000,2.000000,959299000.000000,733306000.000000,225993000.000000,29231000.000000,65134000.000000,0.000000,131628000.000000,33159000.000000,98469000.000000,98469000.000000,53632000.000000,0.000000,1.836012,10.264683,False,106.354809,16.011910,0.737023,-67.969529,704960000.000000,-35.080339
Supreme Industries Ltd.,INE195A01028,SUPREMEIND,509930.000000,2024-02-01,True,2024-02-01,12200009.000000,2023-12-31,3.000000,3.000000,24813700000.000000,20698100000.000000,4115600000.000000,51600000.000000,772400000.000000,0.000000,3291600000.000000,818000000.000000,2473600000.000000,2473600000.000000,254100000.000000,0.000000,9.734750,9.968687,False,27.452597,6.469150,10.231011,149.755020,23618800000.000000,10.750676
Nilkamal Ltd.,INE310A01015,NILKAMAL,523385.000000,2023-12-31,True,2024-02-01,12200013.000000,2023-12-31,3.000000,3.000000,7832858000.000000,7134585000.000000,698273000.000000,96933000.000000,291390000.000000,0.000000,309950000.000000,78906000.000000,231044000.000000,231044000.000000,149225000.000000,0.000000,1.548293,2.949677,False,-1.329450,12.588444,1.374636,-9.837327,7687724000.000000,0.482564
Mayur Uniquoters Ltd.,INE040D01038,MAYURUNIQ,522249.000000,2023-12-31,True,2024-02-01,12200057.000000,2023-12-31,3.000000,3.000000,1837062000.000000,1368535000.000000,468527000.000000,5345000.000000,74454000.000000,0.000000,388728000.000000,96196000.000000,292532000.000000,292532000.000000,219763000.000000,0.000000,1.331125,15.923905,False,12.223117,5.008394,1.290977,11.726368,1894303000.000000,-4.792197
Mold-Tek Packaging Ltd.,INE893J01029,MOLDTKPAC,533080.000000,2023-12-31,True,2024-02-01,12200107.000000,2023-12-31,3.000000,3.000000,1655124000.000000,1351571000.000000,303553000.000000,19205000.000000,94768000.000000,0.000000,189580000.000000,47625000.000000,141955000.000000,141955000.000000,165838000.000000,0.000000,0.855986,8.576699,False,-13.085762,6.605572,0.946032,-19.304979,1709201000.000000,-6.467486
Insecticides (India) Ltd.,INE070I01018,INSECTICID,532851.000000,2023-12-15,True,2024-02-01,12210012.000000,2023-12-31,3.000000,3.000000,3591771000.000000,3319309000.000000,272462000.000000,27868000.000000,74181000.000000,0.000000,170413000.000000,47676000.000000,122737000.000000,122737000.000000,295978000.000000,0.000000,0.414683,3.417172,False,31.495945,0.636161,1.798833,-20.532331,6958141000.000000,19.454520
Cello World Ltd.,INE0LMW01024,CELLO,544012.000000,2023-12-31,True,2024-02-01,12270256.000000,2023-12-31,3.000000,3.000000,2646178000.000000,2413295000.000000,232883000.000000,23666000.000000,10507000.000000,0.000000,198710000.000000,51311000.000000,147399000.000000,147399000.000000,1061155000.000000,0.000000,0.138904,5.570260,False,,,0.181576,,2513780000.000000,
Indraprastha Gas Ltd.,INE203G01027,IGL,532514.000000,2024-02-01,True,2024-02-01,12300008.000000,2023-12-31,3.000000,3.000000,39811700000.000000,33620500000.000000,6191200000.000000,17700000.000000,1018200000.000000,0.000000,5155300000.000000,1234600000.000000,3920700000.000000,3920700000.000000,1400000000.000000,0.000000,2.800500,9.848110,False,40.900597,5.698053,3.820071,28.513757,35924800000.000000,-1.951965
Gandhar Oil Refinery (India) Ltd.,INE717W01049,GANDHAR,544029.000000,2023-12-31,True,2024-02-01,12300045.000000,2023-12-31,3.000000,3.000000,7383565000.000000,6656459000.000000,727106000.000000,105170000.000000,38006000.000000,0.000000,583930000.000000,147788000.000000,436142000.000000,436142000.000000,160000000.000000,0.000000,2.725887,5.906930,False,,,1.904056,,6922618000.000000,
Navin Fluorine International Ltd.,INE048G01026,NAVINFLUOR,532504.000000,2024-02-01,True,2024-02-01,12310029.000000,2023-12-31,3.000000,3.000000,3729200000.000000,3192300000.000000,536900000.000000,6400000.000000,155700000.000000,521300000.000000,896100000.000000,174300000.000000,721800000.000000,721800000.000000,99100000.000000,0.000000,7.283552,19.355358,False,-11.522432,-13.913064,5.650858,-12.650133,3412200000.000000,-8.969160
Camlin Fine Sciences Ltd.,INE052I01032,CAMLINFINE,532834.000000,2023-12-31,True,2024-02-01,12310036.000000,2023-12-31,3.000000,3.000000,1877326000.000000,1797198000.000000,80128000.000000,133014000.000000,124006000.000000,0.000000,-176892000.000000,-60482000.000000,-116410000.000000,-116410000.000000,167455000.000000,0.000000,-0.695172,-6.200841,False,-169.143031,2.192094,-0.086925,-107.307242,2118483000.000000,-17.002434
Tatva Chintan Pharma Chem Ltd.,INE0GK401011,TATVA,543321.000000,2023-12-31,True,2024-02-01,12310203.000000,2023-12-31,3.000000,3.000000,872780000.000000,737560000.000000,135220000.000000,3770000.000000,65820000.000000,0.000000,65630000.000000,19120000.000000,46510000.000000,46510000.000000,233920000.000000,0.000000,0.198829,5.328949,False,-58.254833,-23.847832,0.350675,47.882824,933290000.000000,9.045766
Sumitomo Chemical India Ltd.,INE258G01013,SUMICHEM,542920.000000,2024-02-01,True,2024-02-01,12310215.000000,2023-12-31,3.000000,3.000000,5672950000.000000,4745030000.000000,927920000.000000,11670000.000000,160580000.000000,0.000000,755670000.000000,206220000.000000,549450000.000000,549450000.000000,4991460000.000000,0.000000,0.110078,9.685437,False,-39.360328,-26.020471,0.287848,-28.854667,9281670000.000000,-18.031937
Archean Chemical Industries Ltd.,INE128X01021,ACI,543657.000000,2024-02-01,True,2024-02-01,12310267.000000,2023-12-31,3.000000,3.000000,4227214000.000000,2667449000.000000,1559765000.000000,24414000.000000,176023000.000000,0.000000,1359328000.000000,337416000.000000,1021912000.000000,1021912000.000000,246794000.000000,0.000000,4.140749,24.174598,False,3.684717,13.455757,2.695868,,3020438000.000000,
Indigo Paints Ltd.,INE09VQ01012,INDIGOPNTS,543258.000000,2024-02-01,True,2024-02-01,12310469.000000,2023-12-31,3.000000,3.000000,3441328000.000000,2803388000.000000,637940000.000000,3452000.000000,132980000.000000,0.000000,501508000.000000,124497000.000000,377011000.000000,377011000.000000,476209000.000000,0.000000,0.791692,10.955393,False,43.394602,20.730305,0.549025,-29.581538,2734309000.000000,11.242344
Sigachi Industries Ltd.,INE0D0K01022,SIGACHI,543389.000000,2023-12-31,True,2024-02-01,12310645.000000,2023-12-31,3.000000,3.000000,785179000.000000,610224000.000000,174955000.000000,16723000.000000,20623000.000000,0.000000,137609000.000000,29899000.000000,107710000.000000,107710000.000000,307425000.000000,0.000000,0.350362,13.717891,False,15.516613,17.871029,,,,
Zuari Agro Chemicals Ltd.,INE840M01016,ZUARI,534742.000000,2023-12-31,True,2024-02-01,12324327.500000,2023-12-31,3.000000,3.000000,136100000.000000,157300000.000000,-21200000.000000,241900000.000000,8100000.000000,0.000000,-271200000.000000,0.000000,-271200000.000000,-271200000.000000,420600000.000000,0.000000,-0.644793,-199.265246,False,-27.383748,-71.792746,-0.392558,54.627645,382160000.000000,26.333884
Colgate-Palmolive (India) Ltd.,INE259A01022,COLPAL,500830.000000,2024-02-01,True,2024-02-01,12520001.000000,2023-12-31,3.000000,3.000000,14135400000.000000,9272600000.000000,4862800000.000000,15100000.000000,413700000.000000,0.000000,4434000000.000000,1132900000.000000,3301100000.000000,3301100000.000000,272000000.000000,0.000000,12.136397,23.353425,False,35.713698,8.593510,12.501838,22.311345,14921000000.000000,6.673053
Hindustan Unilever Ltd.,INE030A01027,HINDUNILVR,500696.000000,2024-02-01,True,2024-02-01,12520002.000000,2023-12-31,3.000000,3.000000,154730000000.000000,116480000000.000000,38250000000.000000,810000000.000000,2820000000.000000,-300000000.000000,34320000000.000000,9130000000.000000,25190000000.000000,25190000000.000000,2350000000.000000,0.000000,10.719149,16.279972,False,0.558882,0.109990,11.561702,3.860856,155590000000.000000,4.661644
Gillette India Ltd.,INE322A01010,GILLETTE,507815.000000,2024-02-01,True,2024-02-01,12520003.000000,2023-12-31,3.000000,2.000000,6466500000.000000,4836500000.000000,1630000000.000000,32500000.000000,207100000.000000,0.000000,1390400000.000000,350900000.000000,1039500000.000000,1039500000.000000,325900000.000000,0.000000,3.189629,16.075157,False,39.623909,4.038291,2.844124,6.810325,6761900000.000000,8.603964
Trent Ltd.,INE849A01020,TRENT,500251.000000,2024-02-01,True,2024-02-01,12520005.000000,2023-12-31,3.000000,3.000000,33893000000.000000,26893300000.000000,6999700000.000000,957400000.000000,1575400000.000000,0.000000,4466900000.000000,1030900000.000000,3436000000.000000,3436000000.000000,355500000.000000,0.000000,9.665260,10.137787,False,113.455923,51.001314,8.148242,55.862255,30418000000.000000,51.966148
Procter & Gamble Hygiene & Healthcare Ltd.,INE179A01014,PGHH,500459.000000,2024-02-01,True,2024-02-01,12520009.000000,2023-09-30,3.000000,1.000000,11541200000.000000,8534600000.000000,3006600000.000000,18900000.000000,143000000.000000,0.000000,2844700000.000000,737800000.000000,2106900000.000000,2106900000.000000,324600000.000000,0.000000,6.490758,18.255467,False,36.448417,9.746867,4.659273,255.440658,8626300000.000000,10.309331
Godrej Industries Ltd.,INE233A01035,GODREJIND,500164.000000,2024-02-01,True,2024-02-01,12520018.000000,2023-12-31,3.000000,3.000000,7607300000.000000,6078700000.000000,1528600000.000000,1455000000.000000,217900000.000000,0.000000,-144300000.000000,0.000000,-144300000.000000,-144300000.000000,336700000.000000,0.000000,-0.428571,-1.896862,False,-118.407189,-34.648558,-0.181467,-105.020289,8481800000.000000,-39.952709
Godrej Agrovet Ltd.,INE850D01014,GODREJAGRO,540743.000000,2024-02-01,True,2024-02-01,12520018.010000,2023-12-31,3.000000,3.000000,18312900000.000000,16588800000.000000,1724100000.000000,139700000.000000,294600000.000000,0.000000,1289800000.000000,305700000.000000,984100000.000000,984100000.000000,1922100000.000000,0.000000,0.511992,5.373808,False,-27.748843,-0.433326,0.708548,86.385452,19969600000.000000,10.185614
Godrej Properties Ltd.,INE484J01027,GODREJPROP,533150.000000,2024-02-01,True,2024-02-01,12520018.050000,2023-12-31,3.000000,3.000000,4526100000.000000,1903600000.000000,2622500000.000000,1182500000.000000,63900000.000000,0.000000,1376100000.000000,342500000.000000,1033600000.000000,1033600000.000000,1390200000.000000,0.000000,0.743490,22.836438,False,-20.344844,5.848924,0.883038,,4992700000.000000,
Emami Ltd.,INE548C01032,EMAMILTD,531162.000000,2024-02-01,True,2024-02-01,12520109.000000,2023-12-31,3.000000,3.000000,8382400000.000000,5302700000.000000,3079700000.000000,4200000.000000,408300000.000000,-59000000.000000,2608200000.000000,117800000.000000,2490400000.000000,2490400000.000000,436500000.000000,0.000000,5.705384,29.709868,False,12.065502,-0.654214,3.747537,15.044074,7111300000.000000,2.676908
Godrej Consumer Products Ltd.,INE102D01028,GODREJCP,532424.000000,2024-02-01,True,2024-02-01,12520118.000000,2023-12-31,3.000000,3.000000,22594500000.000000,15563000000.000000,7031500000.000000,361600000.000000,270200000.000000,-58600000.000000,6341100000.000000,1615300000.000000,4725800000.000000,4725800000.000000,1022800000.000000,0.000000,4.620454,20.915710,False,3.069798,10.188048,4.740614,47.711749,23257600000.000000,15.559972
Jyothy Labs Ltd.,INE668F01031,JYOTHYLAB,532926.000000,2024-02-01,True,2024-02-01,12520131.000000,2023-09-30,3.000000,2.000000,7448000000.000000,5962200000.000000,1485800000.000000,11700000.000000,123100000.000000,0.000000,1351000000.000000,306600000.000000,1044400000.000000,1044400000.000000,367200000.000000,0.000000,2.844227,14.022556,False,50.533295,14.240137,2.623911,84.613911,7033400000.000000,17.272197
Bajaj Consumer Care Ltd.,INE933K01021,BAJAJCON,533229.000000,2023-12-31,True,2024-02-01,12520177.000000,2023-12-31,3.000000,3.000000,2467699000.000000,1984987000.000000,482712000.000000,2393000.000000,24201000.000000,0.000000,456118000.000000,79693000.000000,376425000.000000,376425000.000000,142626000.000000,0.000000,2.639245,15.254089,False,15.175071,3.353233,2.692707,,2432604000.000000,
Bliss GVS Pharma Ltd.,INE416D01022,BLISSGVS,506197.000000,2023-12-31,True,2024-02-01,12530001.000000,2023-12-31,3.000000,3.000000,1692313000.000000,1326748000.000000,365565000.000000,17884000.000000,62475000.000000,0.000000,285206000.000000,78006000.000000,207200000.000000,207200000.000000,104691000.000000,0.000000,1.979158,12.243598,False,-29.598629,-6.094671,3.246219,32.524893,1819288000.000000,18.845726
Amrutanjan Health Care Ltd.,INE098F01031,AMRUTANJAN,590006.000000,2023-12-31,True,2024-02-01,12540004.000000,2023-12-31,3.000000,3.000000,1207576000.000000,954205000.000000,253371000.000000,542000.000000,15765000.000000,0.000000,237064000.000000,62569000.000000,174495000.000000,174495000.000000,28911000.000000,0.000000,6.035592,14.450022,False,64.719756,19.180838,2.369064,-45.750019,1032591000.000000,-9.224126
AstraZeneca Pharma India Ltd.,INE203A01020,ASTRAZEN,506820.000000,2024-02-01,True,2024-02-01,12540005.000000,2023-12-31,3.000000,3.000000,3154489200.000000,2907322100.000000,247167100.000000,6126900.000000,37046900.000000,0.000000,203993300.000000,45983800.000000,158009500.000000,158009500.000000,50000000.000000,0.000000,3.160190,5.009036,False,-46.080014,22.740554,10.473968,60.819793,3194444500.000000,31.501313
Abbott India Ltd.,INE358A01014,ABBOTINDIA,500488.000000,2024-02-01,True,2024-02-01,12540008.000000,2023-12-31,3.000000,3.000000,14927500000.000000,10494500000.000000,4433000000.000000,31700000.000000,179700000.000000,0.000000,4221600000.000000,1111800000.000000,3109800000.000000,3109800000.000000,212500000.000000,0.000000,14.634353,20.832691,False,25.989547,9.245327,14.726588,17.859295,15496500000.000000,9.670137
Cipla Ltd.,INE059A01026,CIPLA,500087.000000,2024-02-01,True,2024-02-01,12540010.000000,2023-12-31,3.000000,3.000000,45503100000.000000,30254700000.000000,15248400000.000000,90600000.000000,1350200000.000000,963800000.000000,13807600000.000000,3630000000.000000,10177600000.000000,10177600000.000000,1614700000.000000,0.000000,6.303090,22.366828,False,49.959895,13.007100,6.376974,45.952667,48698100000.000000,14.757927
Dr. Reddy's Laboratories Ltd.,INE089A01023,DRREDDY,500124.000000,2024-02-01,True,2024-02-01,12540015.000000,2023-12-31,3.000000,3.000000,43306000000.000000,34467000000.000000,8839000000.000000,56000000.000000,2464000000.000000,0.000000,6319000000.000000,1567000000.000000,4752000000.000000,4752000000.000000,834000000.000000,0.000000,5.697842,10.973075,False,46.220030,9.663206,14.299760,6.578881,50618000000.000000,1.270432
Procter & Gamble Health Ltd.,INE199A01012,PGHL,500126.000000,2024-02-01,True,2024-02-01,12540017.000000,2023-12-31,3.000000,2.000000,3151500000.000000,2083200000.000000,1068300000.000000,1900000.000000,69200000.000000,0.000000,997200000.000000,276500000.000000,720700000.000000,720700000.000000,166000000.000000,0.000000,4.341566,22.868475,False,-6.158854,0.203491,3.950000,3.000314,3109800000.000000,3.325913
GlaxoSmithKline Pharmaceuticals Ltd.,INE159A01016,GLAXO,500660.000000,2024-02-01,True,2024-02-01,12540022.000000,2023-12-31,3.000000,3.000000,8333200000.000000,5874700000.000000,2458500000.000000,3200000.000000,171100000.000000,-1633100000.000000,651100000.000000,196200000.000000,454900000.000000,454900000.000000,1694100000.000000,0.000000,0.268520,5.458887,False,-72.267268,1.289640,1.272298,11.355652,9818500000.000000,5.829031
Gujarat Themis Biosyn Ltd.,INE942C01045,,506879.000000,2023-12-31,True,2024-02-01,12540025.000000,2023-12-31,3.000000,3.000000,398629000.000000,211132000.000000,187497000.000000,788000.000000,9781000.000000,0.000000,176928000.000000,46802000.000000,130126000.000000,130126000.000000,72644000.000000,0.000000,1.791284,32.643385,False,32.680092,33.003573,1.726708,-32.918873,406542000.000000,-17.179800
Sanofi India Ltd.,INE058A01010,SANOFI,500674.000000,2024-02-01,True,2024-02-01,12540026.000000,2023-09-30,3.000000,3.000000,7264016000.000000,5061325000.000000,2202691000.000000,3208000.000000,98797000.000000,0.000000,2100686000.000000,579327000.000000,1521359000.000000,1521359000.000000,230000000.000000,0.000000,6.614604,20.943773,False,16.222995,3.284743,5.343478,2.076412,7218000000.000000,0.951049
J B Chemicals & Pharmaceuticals Ltd.,INE572A01036,JBCHEPHARM,506943.000000,2024-02-01,True,2024-02-01,12540030.000000,2023-12-31,3.000000,3.000000,8067100000.000000,5854100000.000000,2213000000.000000,115200000.000000,333700000.000000,0.000000,1764100000.000000,484900000.000000,1279200000.000000,1279200000.000000,155000000.000000,0.000000,8.252903,15.856999,False,26.146046,10.198757,9.356129,48.116369,8436000000.000000,13.741775
Max Financial Services Ltd.,INE180A01020,MFSL,500271.000000,2024-02-01,True,2024-02-01,12540033.000000,2023-12-31,3.000000,3.000000,55200000.000000,78200000.000000,-23000000.000000,200000.000000,3200000.000000,0.000000,-26400000.000000,-1700000.000000,-24700000.000000,-24700000.000000,690200000.000000,0.000000,-0.035787,-44.746377,False,-146.254682,-67.510300,-0.039409,-156.784969,63200000.000000,-64.593838
Piramal Enterprises Ltd.,INE140A01024,PEL,500302.000000,2024-02-01,True,2024-02-01,12540035.000000,2023-12-31,3.000000,3.000000,6988400000.000000,3959500000.000000,3028900000.000000,1877500000.000000,23100000.000000,-16768800000.000000,-14373900000.000000,-3778600000.000000,-10595300000.000000,-10595300000.000000,449300000.000000,0.000000,-23.581794,-151.612672,False,-138.917054,-81.482335,0.066771,106.309557,5343300000.000000,12.287227
Pfizer Ltd.,INE182A01018,PFIZER,500680.000000,2024-02-01,True,2024-02-01,12540038.000000,2023-12-31,3.000000,3.000000,5758200000.000000,3874200000.000000,1884000000.000000,28600000.000000,175500000.000000,79500000.000000,1759400000.000000,459600000.000000,1299800000.000000,1299800000.000000,457500000.000000,0.000000,2.841093,22.573026,False,-13.726271,-11.297677,3.255956,-52.113672,6112800000.000000,-7.621163
TTK Healthcare Ltd.,INE910C01018,TTKHLTCARE,507747.000000,2023-12-31,True,2024-02-01,12540048.000000,2023-12-31,3.000000,3.000000,1997525000.000000,1785127000.000000,212398000.000000,2348000.000000,33053000.000000,0.000000,176997000.000000,48053000.000000,128944000.000000,128944000.000000,141303000.000000,0.000000,0.912535,6.455188,False,7.487371,2.777558,1.132771,102.264456,2017969000.000000,11.579634
Unichem Laboratories Ltd.,INE351A01035,UNICHEMLAB,506690.000000,2023-12-31,True,2024-02-01,12540050.000000,2023-12-31,3.000000,3.000000,3723695000.000000,3431050000.000000,292645000.000000,23622000.000000,256167000.000000,680148000.000000,693004000.000000,0.000000,693004000.000000,693004000.000000,140812000.000000,0.000000,4.921484,18.610654,False,221.314035,39.265193,-2.188002,59.172929,3414111000.000000,23.512257
KMC Speciality Hospitals (India) Ltd.,INE879K01018,,524520.000000,2023-12-31,True,2024-02-01,12540074.000000,2023-12-31,3.000000,3.000000,496960000.000000,347113000.000000,149847000.000000,2433000.000000,22531000.000000,0.000000,124883000.000000,30009000.000000,94874000.000000,94874000.000000,163085000.000000,0.000000,0.581746,19.090873,False,50.369290,21.752594,0.421222,-2.047597,428920000.000000,6.255109
Kopran Ltd.,INE082A01010,KOPRAN,524280.000000,2023-12-31,True,2024-02-01,12540078.000000,2023-12-31,3.000000,3.000000,836243000.000000,702695000.000000,133548000.000000,10247000.000000,11721000.000000,0.000000,111580000.000000,26467000.000000,85113000.000000,85113000.000000,482106000.000000,0.000000,0.176544,10.178022,False,110.456951,20.976354,0.221178,-40.383981,1044280000.000000,52.759614
Aarti Drugs Ltd.,INE767A01016,AARTIDRUGS,524348.000000,2024-02-01,True,2024-02-01,12540082.000000,2023-12-31,3.000000,3.000000,5398900000.000000,4784700000.000000,614200000.000000,67500000.000000,118000000.000000,0.000000,428700000.000000,112500000.000000,316200000.000000,316200000.000000,919400000.000000,0.000000,0.343920,5.856749,False,-13.247107,-13.824421,0.376115,-4.788858,5782800000.000000,-7.463355
Dabur India Ltd.,INE016A01026,DABUR,500096.000000,2024-02-01,True,2024-02-01,12540103.000000,2023-09-30,3.000000,2.000000,24368900000.000000,18257800000.000000,6111100000.000000,184200000.000000,511500000.000000,0.000000,5415400000.000000,1212700000.000000,4202700000.000000,4202700000.000000,1772000000.000000,0.000000,2.371727,17.246162,False,6.167749,2.629662,2.131321,7.862791,24464700000.000000,8.062970
FDC Ltd.,INE258B01022,FDC,531599.000000,2024-02-01,True,2024-02-01,12540116.000000,2023-12-31,3.000000,3.000000,4775460000.000000,3703139000.000000,1072321000.000000,9667000.000000,99329000.000000,0.000000,963325000.000000,179562000.000000,783763000.000000,783763000.000000,162810000.000000,0.000000,4.813973,16.412304,False,102.551353,12.266291,4.424863,43.177090,5070832000.000000,6.787473
Ipca Laboratories Ltd.,INE571A01038,IPCALAB,524494.000000,2024-02-01,True,2024-02-01,12540124.000000,2023-12-31,3.000000,3.000000,15237200000.000000,12333400000.000000,2903800000.000000,272100000.000000,630200000.000000,0.000000,2001500000.000000,632100000.000000,1369400000.000000,1369400000.000000,253700000.000000,0.000000,5.397714,8.987215,False,13.860481,4.501094,6.390619,-3.367505,16988100000.000000,11.655833
Lupin Ltd.,INE326A01037,LUPIN,500257.000000,2024-02-01,True,2024-02-01,12540136.000000,2023-12-31,3.000000,3.000000,41389100000.000000,28984100000.000000,12405000000.000000,113600000.000000,1451800000.000000,0.000000,10839600000.000000,1675200000.000000,9164400000.000000,9164400000.000000,910700000.000000,0.000000,10.063028,22.142062,False,2165.675908,43.801529,6.025371,268.690088,36848300000.000000,29.550017
Morepen Laboratories Ltd.,INE083A01026,MOREPENLAB,500288.000000,2023-12-31,True,2024-02-01,12540145.000000,2023-12-31,3.000000,3.000000,3982911000.000000,3435162000.000000,547749000.000000,20441000.000000,55082000.000000,0.000000,472226000.000000,120202000.000000,352024000.000000,352024000.000000,1022271000.000000,0.000000,0.344355,8.838360,False,180.124456,15.177381,0.194898,20.574067,3840951000.000000,-0.031649
Orchid Pharma Ltd.,INE191A01027,ORCHPHARMA,524372.000000,2023-12-31,True,2024-02-01,12540151.000000,2023-12-31,3.000000,3.000000,2280273000.000000,1846758000.000000,433515000.000000,35371000.000000,92687000.000000,0.000000,305457000.000000,0.000000,305457000.000000,305457000.000000,507191000.000000,0.000000,0.602252,13.395633,False,265.343545,35.174310,0.399094,590.222083,2069378000.000000,20.953164
