Scrip Code,COMPANY,ISIN No.,Close Price
531344,Container Corp Of India,INE111A01025,955.700000
506395,Coromandel International Ltd,INE169A01031,1103.500000
543276,Craftsman Automation Ltd,INE00LO01017,4275.400000
541770,CreditAccess Grameen Ltd,INE741K01010,1556.700000
500092,CRISIL Ltd,INE007A01025,4594.700000
539876,Crompton Greaves Consumer Electricals Ltd,INE299U01018,283.050000
542867,CSB Bank Ltd,INE679A01013,373.700000
500480,Cummins India Ltd,INE298A01020,2631.800000
532175,Cyient Ltd,INE136B01020,2099.600000
500096,Dabur India Ltd,INE016A01026,544.250000
542216,Dalmia Bharat Ltd,INE00R701025,2046.300000
543428,Data Patterns (India) Ltd,INE0IX101010,1855.200000
523367,DCM Shriram Ltd,INE499A01024,980.150000
500645,Deepak Fertilisers & Petrochemicals Corp. Ltd.,INE501A01019,508.200000
506401,Deepak Nitrite Limited,INE288B01029,2281.950000
543529,Delhivery Limited,INE148O01028,462.350000
532848,Delta Corp. Ltd.,INE124G01033,139.100000
543330,Devyani International Ltd,INE872J01023,150.550000
532488,Divi's Laboratories Ltd,INE361B01024,3710.650000
540699,Dixon Technologies (India) Ltd,INE935N01020,6359.350000
532868,DLF Ltd,INE271C01023,850.950000
500124,Dr Reddy's Laboratories Ltd,INE089A01023,6253.800000
539524,Dr. Lal PathLabs Ltd,INE600L01024,2432.700000
543272,Easy Trip Planners Ltd,INE07O001026,48.880000
532927,eClerx Services Ltd,INE738I01010,2317.700000
505200,Eicher Motors Ltd,INE066A01021,3914.800000
500125,EID Parry India Ltd,INE126A01031,586.900000
500840,EIH Ltd,INE230A01023,409.600000
522074,Elgi Equipments Ltd.,INE285A01027,648.800000
531162,Emami Ltd,INE548C01032,461.750000
540153,Endurance Technologies Ltd,INE913H01037,1795.550000
532178,Engineers India Ltd,INE510A01028,215.950000
500135,EPL Ltd,INE255A01020,193.000000
543243,Equitas Small Finance Bank Ltd,INE063P01018,101.900000
540596,Eris Lifesciences Ltd,INE406M01024,856.800000
500133,Esab India Ltd,INE284A01012,5353.250000
500495,Escorts Ltd,INE042A01014,2904.600000
543482,Eureka Forbes Limited,INE0KCE01017,475.950000
500086,Exide Industries Ltd,INE302A01020,334.250000
531599,FDC Ltd,INE258B01022,454.050000
500469,Federal Bank Ltd,INE171A01029,156.600000
541557,Fine Organic Industries Ltd,INE686Y01026,4275.350000
500144,Finolex Cables Ltd,INE235A01022,1003.200000
500940,Finolex Industries Ltd,INE183A01024,218.550000
532809,Firstsource Solutions Ltd,INE684F01012,200.900000
543663,Five-Star Business Finance Ltd,INE128S01021,766.900000
532843,Fortis Healthcare Ltd.,INE061F01013,432.700000
543384,FSN E-Commerce Ventures Ltd,INE388Y01029,153.350000
543317,G R Infraprojects Ltd,INE201P01022,1211.300000
532155,Gail India Ltd,INE129A01019,184.200000
540935,Galaxy Surfactants Ltd,INE600K01018,2530.300000
509557,Garware Technical Fibres Ltd,INE276A01018,3451.450000
540755,General Insurance Corporation of India,INE481Y01014,384.450000
507815,Gillette India Ltd,INE322A01010,6716.750000
543245,Gland Pharma Ltd,INE068V01023,1896.900000
500660,GlaxoSmithKline Pharmaceuticals Ltd,INE159A01016,2198.500000
532296,Glenmark Pharmaceuticals Ltd,INE935A01035,809.600000
543654,Global Health Ltd,INE474Q01031,1389.100000
505255,GMM Pfaudler Limited,INE541A01023,1387.150000
532754,GMR Airports Infrastructure Ltd,INE776C01039,90.330000
500163,Godfrey Phillips India Ltd,INE260B01028,2571.900000
540743,Godrej Agrovet Ltd,INE850D01014,511.800000
532424,Godrej Consumer Products Ltd,INE102D01028,1231.650000
500164,Godrej Industries Ltd,INE233A01035,813.400000
533150,Godrej Properties Ltd,INE484J01027,2283.350000
532482,Granules India Ltd,INE101D01020,436.000000
509488,Graphite India Ltd.,INE371A01025,548.750000
500300,Grasim Industries Ltd,INE047A01021,2082.850000
500620,Great Eastern Shipping Co Ltd/The,INE017A01032,953.350000
506076,Grindwell Norton Ltd,INE536A01023,2175.100000
530001,Gujarat Alkalies & Chemicals Ltd.,INE186A01019,812.600000
524226,Gujarat Ambuja Exports Ltd,INE036B01030,365.100000
542812,Gujarat Fluorochemicals Ltd,INE09N301011,3506.450000
539336,Gujarat Gas Ltd,INE844O01030,580.850000
500670,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,653.600000
533248,Gujarat Pipavav Port Ltd,INE517F01014,191.400000
500690,Gujarat State Fertilisers & Chemicals Ltd,INE026A01025,241.300000
532702,Gujarat State Petronet Ltd,INE246F01010,373.450000
543227,Happiest Minds Technologies Ltd,INE419U01012,836.200000
531531,Hatsun Agro Products Ltd,INE473B01035,1110.300000
517354,Havells India Ltd,INE176B01034,1380.550000
532281,HCL Technologies Ltd,INE860A01027,1661.800000
541729,HDFC Asset Management Company Ltd,INE127D01025,3781.650000
500180,HDFC Bank Ltd,INE040A01034,1413.750000
540777,HDFC Life Insurance Company Ltd,INE795G01014,585.250000
509631,HEG Ltd,INE545A01016,1695.800000
500182,Hero MotoCorp Ltd,INE158A01026,4818.550000
500183,HFCL Ltd,INE548A01028,101.600000
500440,Hindalco Industries Ltd,INE038A01020,513.350000
541154,Hindustan Aeronautics Ltd,INE066F01020,3022.700000
513599,Hindustan Copper,INE531E01026,256.550000
500104,Hindustan Petroleum Corp Ltd,INE094A01015,574.950000
500696,Hindustan Unilever Ltd,INE030A01027,2351.100000
500188,Hindustan Zinc Ltd,INE267A01025,315.100000
543187,Hitachi Energy India Ltd,INE07Y701011,5862.450000
522215,HLE Glascoat Ltd,INE461D01028,501.950000
543259,Home First Finance Company India Ltd,INE481N01025,929.500000
517174,Honeywell Automation India Ltd,INE671A01010,38333.950000
540530,Housing and Urban Development Corporation Ltd,INE031A01017,203.700000
532174,ICICI Bank Ltd,INE090A01021,1017.150000
540716,ICICI Lombard General Insurance Company Ltd,INE765G01017,1649.950000
540133,ICICI Prudential Life Insurance Company Ltd,INE726G01019,504.800000
541179,ICICI Securities Ltd,INE763G01038,813.300000
500116,IDBI Bank Ltd,INE008A01015,89.860000
539437,IDFC First Bank Ltd,INE092T01019,81.230000
532659,IDFC Limited,INE043D01016,116.050000
532636,IIFL Finance Ltd,INE530B01024,581.250000
530005,India Cements Ltd,INE383A01012,236.000000
535789,Indiabulls Housing Finance Limited,INE148I01020,192.800000
542726,Indiamart Intermesh Limited,INE933S01016,2729.050000
532814,Indian Bank,INE562A01011,525.300000
540750,Indian Energy Exchange Ltd,INE022Q01020,144.500000
500850,Indian Hotels Co Ltd,INE053A01029,527.500000
530965,Indian Oil Corp Ltd,INE242A01010,189.900000
532388,Indian Overseas Bank,INE565A01014,69.110000
542830,Indian Railway Catering and Tourism Corporation Ltd,INE335Y01020,951.300000
543257,Indian Railway Finance Corporation Limited,INE053F01010,158.800000
543258,Indigo Paints Ltd,INE09VQ01012,1501.300000
532514,Indraprastha Gas Ltd,INE203G01027,444.600000
534816,Indus Towers Ltd,INE121J01017,221.300000
532187,IndusInd Bank Ltd,INE095A01012,1477.100000
539807,Infibeam Avenues Ltd,INE483S01020,34.960000
532777,Info Edge (India) Ltd.,INE663F01024,5159.350000
500209,Infosys Ltd,INE009A01021,1677.600000
500210,Ingersoll-Rand (India) Ltd,INE177A01018,3354.400000
538835,Intellect Design Arena Ltd.,INE306R01017,905.200000
539448,InterGlobe Aviation Ltd,INE646L01027,3029.250000
524494,Ipca Laboratories Ltd,INE571A01038,1151.300000
532947,IRB Infrastructure Developers Ltd,INE821I01022,66.030000
541956,IRCON International Ltd,INE962Y01021,231.850000
500875,ITC Ltd,INE154A01025,404.000000
523610,ITI Ltd,INE248A01017,315.450000
506943,J.B.Chemicals & Pharmaceuticals Ltd.,INE572A01036,1661.150000
532644,J.K. Cement Ltd.,INE823G01014,4137.300000
520051,Jamna Auto Industries Ltd,INE039C01032,115.100000
532605,JBM Auto Components Ltd,INE927D01044,2007.100000
500378,Jindal SAW Ltd,INE324A01024,514.550000
532508,Jindal Stainless Ltd.,INE220G01021,599.050000
532286,Jindal Steel & Power Ltd,INE749A01030,765.150000
531543,Jindal Worldwide Ltd.,INE247D01039,351.850000
500380,JK Lakshmi Cement Ltd,INE786A01032,913.450000
532162,JK Paper Ltd.,INE789E01012,388.500000
523405,JM Financial Ltd,INE780C01023,103.100000
533148,JSW Energy Ltd,INE121E01018,484.150000
500228,JSW Steel Ltd,INE019A01038,812.150000
533155,Jubilant FoodWorks Ltd,INE797F01020,478.600000
543271,Jubilant Ingrevia Limited,INE0BY001018,478.500000
530019,Jubilant Pharmova Sciences Ltd,INE700A01033,611.600000
533272,Jupiter Wagons Ltd,INE209L01016,367.550000
535648,Just Dial Ltd,INE599M01018,857.200000
532926,Jyothy Labs Ltd,INE668F01031,465.100000
500233,Kajaria Ceramics Ltd.,INE217B01036,1258.850000
522287,Kalpataru Projects International Ltd,INE220B01022,963.950000
543278,Kalyan Jewellers India Ltd,INE303R01014,392.050000
532468,Kama Holdings Ltd.,INE411F01010,2541.100000
500165,Kansai Nerolac Paints Ltd.,INE531A01024,305.250000
543664,Kaynes Technology India Ltd,INE918Z01012,2776.500000
532714,KEC International Ltd/India,INE389H01022,690.250000
517569,KEI Industries Ltd,INE878B01027,3326.350000
540680,KIOCL Ltd,INE880L01014,505.000000
532942,KNR Constructions Ltd,INE634I01029,271.050000
500247,Kotak Mahindra Bank Ltd,INE237A01028,1740.350000
542651,KPIT Technologies Ltd,INE04I401011,1642.350000
532889,KPR Mill Ltd,INE930H01031,732.450000
530813,KRBL Ltd,INE001B01026,337.700000
543308,Krishna Institute of Medical Sciences Ltd,INE967H01017,2240.300000
500249,KSB Ltd,INE999A01015,3902.200000
533519,L&T Finance Holdings Ltd,INE498L01015,171.550000
540115,L&T Technology Services Ltd,INE010V01017,5432.050000
526947,La Opala Rg Ltd.,INE059D01020,349.700000
500252,Lakshmi Machine Works Ltd,INE269B01029,14137.450000
500510,Larsen & Toubro Ltd,INE018A01030,3300.500000
543398,Latent View Analytics Ltd,INE0I7C01011,522.850000
540222,Laurus Labs Ltd,INE947Q01028,392.250000
543277,Laxmi Organic Industries Ltd,INE576O01020,258.250000
541233,Lemon Tree Hotels Ltd,INE970X01018,137.700000
500253,LIC Housing Finance Ltd,INE115A01026,637.950000
543526,Life Insurance Corporation of India,INE0J1Y01017,1055.400000
523457,Linde India Ltd,INE473A01011,5605.800000
512455,Lloyds Metals & Energy Ltd.,INE281B01032,558.100000
540005,LTIMindtree Ltd,INE214T01019,5521.800000
500257,Lupin Ltd,INE326A01037,1605.150000
543287,Macrotech Developers Ltd,INE670K01029,1059.600000
539957,Mahanagar Gas Ltd,INE002S01010,1511.700000
500266,Maharashtra Scooters Ltd.,INE288A01013,7441.200000
532720,Mahindra & Mahindra Financial Services Ltd,INE774D01024,286.300000
500520,Mahindra & Mahindra Ltd,INE101A01026,1765.550000
533088,Mahindra Holidays & Resorts India Ltd,INE998I01010,407.800000
532313,Mahindra Lifespace Developers Ltd,INE813A01018,572.400000
531213,Manappuram Finance Ltd,INE522D01027,186.150000
500109,Mangalore Refinery & Petrochemicals Ltd,INE103A01014,244.850000
543904,Mankind Pharma Ltd,INE634S01028,2210.000000
531642,Marico Ltd,INE196A01026,520.750000
532500,Maruti Suzuki India Ltd,INE585B01010,11087.800000
540749,MAS Financial Services Ltd,INE348L01012,1004.800000
523704,Mastek Ltd,INE759A01021,2862.300000
500271,Max Financial Services Ltd,INE180A01020,948.900000
543220,Max Healthcare Institute Ltd,INE027H01010,864.100000
543237,Mazagon Dock Shipbuilders Ltd,INE249Z01012,2137.800000
543427,Medplus Health Services Ltd,INE804L01022,636.450000
543426,Metro Brands Ltd,INE317I01021,1095.850000
542650,Metropolis Healthcare Ltd,INE112L01020,1707.150000
538962,Minda Corporation Ltd,INE842C01021,404.650000
541195,Mishra Dhatu Nigam Ltd,INE099Z01011,418.850000
513377,MMTC LTD,INE123F01029,80.600000
543498,Motherson Sumi Wiring India Ltd,INE0FS801015,70.610000
532892,Motilal Oswal Financial Services Ltd,INE338I01027,1812.300000
526299,MphasiS Ltd,INE356A01018,2711.350000
500290,MRF Ltd,INE883A01011,148507.000000
534091,Multi Commodity Exchange of India Limited,INE745G01035,3455.650000
533398,Muthoot Finance Ltd,INE414G01012,1341.850000
539551,Narayana Hrudayalaya Ltd,INE410P01011,1353.150000
524816,Natco Pharma Ltd,INE987B01026,886.850000
532234,National Aluminium Co Ltd,INE139A01034,157.200000
532504,Navin Fluorine International Ltd.,INE048G01026,3125.700000
534309,NBCC (India) Ltd,INE095N01031,137.250000
500294,NCC Ltd/India,INE868B01028,223.350000
505355,Nesco Ltd.,INE317F01035,874.800000
500790,Nestle India Ltd,INE239A01024,2453.700000
532798,Network 18 Media & Investments Ltd,INE870H01013,112.450000
533098,NHPC Ltd,INE848E01016,92.610000
540767,Nippon Life India Asset Management Ltd,INE298J01013,488.900000
513683,NLC India Ltd,INE589A01014,255.300000
526371,NMDC Ltd,INE584A01023,246.950000
543768,NMDC Steel Ltd,INE0NNS01018,65.660000
532555,NTPC Ltd,INE733E01010,339.650000
543334,Nuvoco Vistas Corporation Ltd,INE118D01016,337.400000
533273,Oberoi Realty Ltd,INE093I01010,1308.650000
500312,Oil & Natural Gas Corp Ltd,INE213A01029,277.100000
533106,Oil India Ltd,INE274J01014,562.950000
543396,One 97 Communications Ltd,INE982J01020,325.250000
532466,Oracle Financial Services Software Ltd,INE881D01027,7806.850000
541301,Orient Electric Ltd,INE142Z01019,190.550000
532827,Page Industries Ltd,INE761H01022,36291.900000
500368,Patanjali Foods Limited,INE619A01035,1603.500000
543390,PB Fintech Ltd,INE417T01026,939.600000
506590,PCBL Ltd,INE602A01031,306.700000
533179,Persistent Systems Ltd,INE262H01013,8727.900000
532522,Petronet LNG Ltd,INE347G01014,277.200000
500680,Pfizer Ltd (India),INE182A01018,4544.900000
503100,Phoenix Mills Ltd,INE211B01039,2747.500000
523642,PI Industries Ltd,INE603J01030,3564.200000
500331,Pidilite Industries Ltd,INE318A01026,2652.000000
500302,Piramal Enterprises Ltd,INE140A01024,897.900000
543635,Piramal Pharma Ltd,INE0DK501011,136.050000
540173,PNB Housing Finance Ltd,INE572E01012,782.150000
539150,PNC Infratech Ltd,INE195J01029,413.500000
531768,Poly Medicure Ltd,INE205C01021,1530.350000
542652,Polycab India Ltd,INE455K01017,4564.900000
524000,Poonawalla Fincorp Ltd,INE511C01022,492.400000
532810,Power Finance Corp Ltd,INE134E01011,435.200000
532898,Power Grid Corp of India Ltd,INE752E01010,281.500000
522205,Praj Industries Ltd,INE074A01025,503.250000
533274,Prestige Estates Projects Ltd,INE811K01011,1131.950000
542907,Prince Pipes and Fittings Ltd,INE689W01016,598.500000
500338,Prism Johnson Ltd,INE010A01011,175.150000
530117,Privi Speciality Chemicals Ltd,INE959A01019,1228.000000
500126,Procter & Gamble Health Limited,INE199A01012,5127.150000
500459,Procter & Gamble Hygiene & Health Care Ltd,INE179A01014,16488.400000
533295,Punjab & Sind Bank,INE608A01012,69.640000
532461,Punjab National Bank,INE160A01022,128.800000
532689,PVR INOX Ltd,INE191H01014,1361.950000
539978,Quess Corp Ltd,INE615P01015,492.300000
532497,Radico Khaitan Ltd,INE944F01028,1721.350000
542649,Rail Vikas Nigam Ltd,INE415G01027,259.250000
500339,Rain Industries Limited,INE855B01025,180.550000
543524,Rainbow Children's Medicare Ltd,INE961O01016,1269.200000
531500,Rajesh Exports Ltd,INE343B01030,311.800000
500260,Ramco Cements Ltd,INE331A01037,865.500000
532527,Ramkrishna Forgings Ltd,INE399G01023,740.250000
524230,Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,150.350000
520111,Ratnamani Metals & Tubes Ltd,INE703B01027,3005.300000
500330,Raymond Ltd.,INE301A01014,1719.650000
540065,RBL Bank Ltd,INE976G01028,259.000000
532955,REC Ltd,INE020B01018,483.350000
532805,Redington Ltd,INE891D01026,200.650000
530517,Relaxo Footwears Ltd,INE131B01039,847.500000
500325,Reliance Industries Ltd,INE002A01018,2941.900000
543248,Restaurant Brands Asia Ltd,INE07T201019,108.100000
534076,Rhi Magnesita India Ltd,INE743M01012,665.000000
541556,RITES Ltd,INE320J01015,776.750000
543213,Rossari Biotech Ltd,INE02A801020,745.850000
543228,Route Mobile Ltd,INE450U01017,1603.050000
517334,Samvardhana Motherson International Ltd,INE775A01035,113.250000
500674,Sanofi India Ltd,INE058A01010,8854.250000
543397,Sapphire Food India Ltd,INE806T01012,1339.950000
543066,SBI Cards and Payment Services Limited,INE018E01016,713.850000
540719,SBI Life Insurance Company Ltd,INE123W01016,1456.750000
505790,Schaeffler India Ltd,INE513A01022,3031.100000
540203,Sheela Foam Ltd,INE916U01025,1089.550000
532638,Shoppers Stop Ltd,INE498B01024,730.450000
500387,Shree Cement Ltd,INE070A01015,26317.500000
532670,Shree Renuka Sugars Ltd,INE087H01022,47.370000
511218,Shriram Finance Ltd,INE721A01013,2437.650000
543299,Shyam Metalics and Energy Ltd,INE810G01011,668.250000
500550,Siemens India Ltd,INE003A01024,4345.650000
540673,SIS Limited,INE285J01028,449.450000
533206,SJVN Ltd,INE002L01015,125.000000
500472,SKF India Ltd,INE640A01023,4526.600000
532784,Sobha Limited,INE671H01015,1397.350000
532725,Solar Industries India Ltd,INE343H01029,6764.850000
543300,Sona BLW Precision Forgings Ltd,INE073K01018,612.500000
532221,Sonata Software Ltd,INE269A01021,812.500000
503806,SRF Ltd,INE647A01010,2350.850000
540575,Star Cement Ltd,INE460H01021,213.150000
543412,Star Health and Allied Insurance Company Ltd,INE575P01011,554.200000
500112,State Bank of India,INE062A01020,761.600000
500113,Steel Authority of India Ltd,INE114A01011,125.700000
542760,Sterling and Wilson Renewable Energy Ltd,INE00M201021,579.800000
532374,Sterlite Technologies Ltd.,INE089C01029,138.000000
542920,Sumitomo Chemical India Ltd,INE258G01013,378.300000
532872,Sun Pharma Advanced Research Co Ltd,INE232I01014,352.050000
524715,Sun Pharmaceutical Industries Ltd,INE044A01036,1510.000000
532733,Sun TV Network Ltd,INE424H01027,621.200000
500403,Sundaram Fastners,INE387A01021,1072.950000
512179,Sunteck Realty Ltd,INE805D01034,457.950000
509930,Supreme Industries,INE195A01028,3803.400000
500405,Supreme Petrochem Ltd.,INE663A01033,635.850000
543064,Suven Pharmaceuticals Limited,INE03QK01018,654.050000
532667,Suzlon Energy Ltd,INE040H01021,47.000000
503310,Swan Energy Ltd.,INE665A01038,736.950000
517385,Symphony Ltd,INE225D01027,913.000000
539268,Syngene International Ltd,INE398R01022,751.300000
543596,Tamilnad Mercantile Bank Ltd,INE668A01016,471.800000
532790,Tanla Platforms Ltd,INE483C01032,1004.200000
500770,Tata Chemicals Ltd,INE092A01019,966.100000
500483,Tata Communications Ltd,INE151A01013,1753.950000
532540,Tata Consultancy Services Ltd,INE467B01029,4102.000000
500800,Tata Consumer Products Ltd,INE192A01025,1132.200000
500408,Tata Elxsi Ltd,INE670A01012,7472.900000
501301,Tata Investment Corp Ltd,INE672A01018,5532.400000
500570,Tata Motors Ltd,INE155A01022,920.200000
570001,Tata Motors Ltd DVR,IN9155A01020,609.800000
500400,Tata Power Co Ltd,INE245A01021,378.800000
500470,Tata Steel Ltd,INE081A01020,141.200000
532371,Tata Teleservices Maharashtra Ltd,INE517B01013,92.480000
540212,TCI Express Ltd,INE586V01016,1203.900000
532755,Tech Mahindra Ltd,INE669C01036,1300.350000
540595,Tejas Networks Ltd,INE010J01012,738.600000
540769,The New India Assurance Company Ltd,INE470Y01017,247.250000
500411,Thermax Ltd,INE152A01029,3459.400000
522113,Timken India Ltd.,INE325A01013,2858.300000
500114,Titan Co Ltd,INE280A01028,3621.700000
500420,Torrent Pharmaceuticals Ltd,INE685A01028,2577.650000
532779,Torrent Power Ltd,INE813H01021,1209.600000
500251,Trent Ltd.,INE849A01020,3953.550000
521064,Trident Ltd.,INE064C01022,43.540000
533655,Triveni Turbine Limited,INE152M01016,458.500000
517506,TTK Prestige Ltd,INE690A01028,764.550000
540762,Tube Investments Of India,INE974X01010,3483.450000
532800,TV18 Broadcast Ltd,INE886H01027,58.240000
532343,TVS Motor Co Ltd,INE494B01023,2092.800000
532505,UCO Bank,INE691A01018,61.630000
542904,Ujjivan Small Finance Bank Ltd,INE551W01018,56.550000
532538,UltraTech Cement Ltd,INE481G01011,9815.350000
532477,Union Bank of India,INE692A01016,145.750000
532478,United Breweries Ltd,INE686F01025,1762.000000
532432,United Spirits Ltd,INE854D01024,1143.000000
532539,UNO Minda Ltd,INE405E01023,608.000000
512070,UPL Ltd,INE628A01036,487.400000
517146,Usha Martin Ltd,INE228A01035,321.200000
543238,UTI Asset Management Company Ltd,INE094J01016,914.250000
532953,V-Guard Industries Ltd,INE951I01027,316.450000
534976,V-Mart Retail Limited,INE665J01013,1979.000000
532156,Vaibhav Global Ltd,INE884A01027,473.450000
502986,Vardhman Textiles Ltd.,INE825A01020,433.400000
541578,Varroc Engineering Ltd,INE665L01035,499.500000
540180,Varun Beverages Ltd,INE200M01021,1425.050000
543463,Vedant Fashions Ltd,INE825V01034,956.600000
500295,Vedanta Ltd,INE205A01025,268.000000
