Scrip Code,COMPANY,ISIN No.,Close Price
531344,Container Corp Of India,INE111A01025,987.000000
506395,Coromandel International Ltd,INE169A01031,1061.150000
543276,Craftsman Automation Ltd,INE00LO01017,4317.250000
541770,CreditAccess Grameen Ltd,INE741K01010,1468.950000
500092,CRISIL Ltd,INE007A01025,4896.550000
539876,Crompton Greaves Consumer Electricals Ltd,INE299U01018,288.050000
542867,CSB Bank Ltd,INE679A01013,359.450000
500480,Cummins India Ltd,INE298A01020,2732.450000
532175,Cyient Ltd,INE136B01020,2073.300000
500096,Dabur India Ltd,INE016A01026,529.350000
542216,Dalmia Bharat Ltd,INE00R701025,2111.300000
543428,Data Patterns (India) Ltd,INE0IX101010,2578.900000
523367,DCM Shriram Ltd,INE499A01024,979.050000
500645,Deepak Fertilisers & Petrochemicals Corp. Ltd.,INE501A01019,511.300000
506401,Deepak Nitrite Limited,INE288B01029,2282.150000
543529,Delhivery Limited,INE148O01028,458.200000
532848,Delta Corp. Ltd.,INE124G01033,149.500000
543330,Devyani International Ltd,INE872J01023,162.400000
532488,Divi's Laboratories Ltd,INE361B01024,3578.000000
540699,Dixon Technologies (India) Ltd,INE935N01020,6943.000000
532868,DLF Ltd,INE271C01023,903.100000
500124,Dr Reddy's Laboratories Ltd,INE089A01023,6438.500000
539524,Dr. Lal PathLabs Ltd,INE600L01024,2420.050000
543272,Easy Trip Planners Ltd,INE07O001026,48.280000
532927,eClerx Services Ltd,INE738I01010,2441.050000
505200,Eicher Motors Ltd,INE066A01021,3951.750000
500125,EID Parry India Ltd,INE126A01031,629.550000
500840,EIH Ltd,INE230A01023,404.500000
522074,Elgi Equipments Ltd.,INE285A01027,621.250000
531162,Emami Ltd,INE548C01032,469.650000
540153,Endurance Technologies Ltd,INE913H01037,1861.050000
532178,Engineers India Ltd,INE510A01028,216.200000
500135,EPL Ltd,INE255A01020,189.900000
543243,Equitas Small Finance Bank Ltd,INE063P01018,101.600000
540596,Eris Lifesciences Ltd,INE406M01024,883.450000
500133,Esab India Ltd,INE284A01012,5070.750000
500495,Escorts Ltd,INE042A01014,2888.500000
543482,Eureka Forbes Limited,INE0KCE01017,479.950000
500086,Exide Industries Ltd,INE302A01020,328.150000
531599,FDC Ltd,INE258B01022,482.800000
500469,Federal Bank Ltd,INE171A01029,151.450000
541557,Fine Organic Industries Ltd,INE686Y01026,4296.950000
500144,Finolex Cables Ltd,INE235A01022,968.050000
500940,Finolex Industries Ltd,INE183A01024,215.750000
532809,Firstsource Solutions Ltd,INE684F01012,205.400000
543663,Five-Star Business Finance Ltd,INE128S01021,720.650000
532843,Fortis Healthcare Ltd.,INE061F01013,429.250000
543384,FSN E-Commerce Ventures Ltd,INE388Y01029,152.850000
543317,G R Infraprojects Ltd,INE201P01022,1239.400000
532155,Gail India Ltd,INE129A01019,182.100000
540935,Galaxy Surfactants Ltd,INE600K01018,2437.150000
509557,Garware Technical Fibres Ltd,INE276A01018,3518.250000
540755,General Insurance Corporation of India,INE481Y01014,402.200000
507815,Gillette India Ltd,INE322A01010,6446.100000
543245,Gland Pharma Ltd,INE068V01023,1831.850000
500660,GlaxoSmithKline Pharmaceuticals Ltd,INE159A01016,2169.550000
532296,Glenmark Pharmaceuticals Ltd,INE935A01035,927.450000
543654,Global Health Ltd,INE474Q01031,1432.800000
505255,GMM Pfaudler Limited,INE541A01023,1346.100000
532754,GMR Airports Infrastructure Ltd,INE776C01039,87.730000
500163,Godfrey Phillips India Ltd,INE260B01028,2788.450000
540743,Godrej Agrovet Ltd,INE850D01014,516.950000
532424,Godrej Consumer Products Ltd,INE102D01028,1251.550000
500164,Godrej Industries Ltd,INE233A01035,810.550000
533150,Godrej Properties Ltd,INE484J01027,2462.350000
532482,Granules India Ltd,INE101D01020,469.800000
509488,Graphite India Ltd.,INE371A01025,602.750000
500300,Grasim Industries Ltd,INE047A01021,2187.450000
500620,Great Eastern Shipping Co Ltd/The,INE017A01032,959.300000
506076,Grindwell Norton Ltd,INE536A01023,2160.450000
530001,Gujarat Alkalies & Chemicals Ltd.,INE186A01019,812.950000
524226,Gujarat Ambuja Exports Ltd,INE036B01030,411.850000
542812,Gujarat Fluorochemicals Ltd,INE09N301011,3697.100000
539336,Gujarat Gas Ltd,INE844O01030,567.100000
500670,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,678.350000
533248,Gujarat Pipavav Port Ltd,INE517F01014,203.600000
500690,Gujarat State Fertilisers & Chemicals Ltd,INE026A01025,223.350000
532702,Gujarat State Petronet Ltd,INE246F01010,368.500000
543227,Happiest Minds Technologies Ltd,INE419U01012,834.350000
531531,Hatsun Agro Products Ltd,INE473B01035,1098.500000
517354,Havells India Ltd,INE176B01034,1425.350000
532281,HCL Technologies Ltd,INE860A01027,1649.600000
541729,HDFC Asset Management Company Ltd,INE127D01025,3885.600000
500180,HDFC Bank Ltd,INE040A01034,1422.250000
540777,HDFC Life Insurance Company Ltd,INE795G01014,576.150000
509631,HEG Ltd,INE545A01016,1684.000000
500182,Hero MotoCorp Ltd,INE158A01026,4496.850000
500183,HFCL Ltd,INE548A01028,114.800000
500440,Hindalco Industries Ltd,INE038A01020,505.050000
541154,Hindustan Aeronautics Ltd,INE066F01020,3049.900000
513599,Hindustan Copper,INE531E01026,262.250000
500104,Hindustan Petroleum Corp Ltd,INE094A01015,541.800000
500696,Hindustan Unilever Ltd,INE030A01027,2403.450000
500188,Hindustan Zinc Ltd,INE267A01025,310.450000
543187,Hitachi Energy India Ltd,INE07Y701011,5883.100000
522215,HLE Glascoat Ltd,INE461D01028,503.950000
543259,Home First Finance Company India Ltd,INE481N01025,927.850000
517174,Honeywell Automation India Ltd,INE671A01010,38102.700000
540530,Housing and Urban Development Corporation Ltd,INE031A01017,203.400000
532174,ICICI Bank Ltd,INE090A01021,1054.250000
540716,ICICI Lombard General Insurance Company Ltd,INE765G01017,1649.950000
540133,ICICI Prudential Life Insurance Company Ltd,INE726G01019,523.500000
541179,ICICI Securities Ltd,INE763G01038,832.050000
500116,IDBI Bank Ltd,INE008A01015,89.930000
539437,IDFC First Bank Ltd,INE092T01019,83.940000
532659,IDFC Limited,INE043D01016,119.350000
532636,IIFL Finance Ltd,INE530B01024,608.700000
530005,India Cements Ltd,INE383A01012,239.250000
535789,Indiabulls Housing Finance Limited,INE148I01020,201.000000
542726,Indiamart Intermesh Limited,INE933S01016,2684.500000
532814,Indian Bank,INE562A01011,521.650000
540750,Indian Energy Exchange Ltd,INE022Q01020,147.000000
500850,Indian Hotels Co Ltd,INE053A01029,579.700000
530965,Indian Oil Corp Ltd,INE242A01010,177.600000
532388,Indian Overseas Bank,INE565A01014,66.290000
542830,Indian Railway Catering and Tourism Corporation Ltd,INE335Y01020,967.100000
543257,Indian Railway Finance Corporation Limited,INE053F01010,152.350000
543258,Indigo Paints Ltd,INE09VQ01012,1427.800000
532514,Indraprastha Gas Ltd,INE203G01027,430.800000
534816,Indus Towers Ltd,INE121J01017,246.300000
532187,IndusInd Bank Ltd,INE095A01012,1466.750000
539807,Infibeam Avenues Ltd,INE483S01020,36.750000
532777,Info Edge (India) Ltd.,INE663F01024,5252.700000
500209,Infosys Ltd,INE009A01021,1658.650000
500210,Ingersoll-Rand (India) Ltd,INE177A01018,3448.800000
538835,Intellect Design Arena Ltd.,INE306R01017,983.050000
539448,InterGlobe Aviation Ltd,INE646L01027,3181.800000
524494,Ipca Laboratories Ltd,INE571A01038,1214.200000
532947,IRB Infrastructure Developers Ltd,INE821I01022,67.110000
541956,IRCON International Ltd,INE962Y01021,231.900000
500875,ITC Ltd,INE154A01025,409.200000
523610,ITI Ltd,INE248A01017,317.550000
506943,J.B.Chemicals & Pharmaceuticals Ltd.,INE572A01036,1647.650000
532644,J.K. Cement Ltd.,INE823G01014,4394.800000
520051,Jamna Auto Industries Ltd,INE039C01032,115.500000
532605,JBM Auto Components Ltd,INE927D01044,2185.750000
500378,Jindal SAW Ltd,INE324A01024,514.350000
532508,Jindal Stainless Ltd.,INE220G01021,662.600000
532286,Jindal Steel & Power Ltd,INE749A01030,771.350000
531543,Jindal Worldwide Ltd.,INE247D01039,361.500000
500380,JK Lakshmi Cement Ltd,INE786A01032,933.500000
532162,JK Paper Ltd.,INE789E01012,374.550000
523405,JM Financial Ltd,INE780C01023,101.150000
533148,JSW Energy Ltd,INE121E01018,524.000000
500228,JSW Steel Ltd,INE019A01038,808.500000
533155,Jubilant FoodWorks Ltd,INE797F01020,486.550000
543271,Jubilant Ingrevia Limited,INE0BY001018,486.900000
530019,Jubilant Pharmova Sciences Ltd,INE700A01033,575.250000
533272,Jupiter Wagons Ltd,INE209L01016,376.150000
535648,Just Dial Ltd,INE599M01018,928.450000
532926,Jyothy Labs Ltd,INE668F01031,476.000000
500233,Kajaria Ceramics Ltd.,INE217B01036,1256.350000
522287,Kalpataru Projects International Ltd,INE220B01022,991.500000
543278,Kalyan Jewellers India Ltd,INE303R01014,379.300000
532468,Kama Holdings Ltd.,INE411F01010,2539.650000
500165,Kansai Nerolac Paints Ltd.,INE531A01024,299.150000
543664,Kaynes Technology India Ltd,INE918Z01012,2878.350000
532714,KEC International Ltd/India,INE389H01022,671.900000
517569,KEI Industries Ltd,INE878B01027,3180.100000
540680,KIOCL Ltd,INE880L01014,501.600000
532942,KNR Constructions Ltd,INE634I01029,267.050000
500247,Kotak Mahindra Bank Ltd,INE237A01028,1706.700000
542651,KPIT Technologies Ltd,INE04I401011,1591.300000
532889,KPR Mill Ltd,INE930H01031,778.100000
530813,KRBL Ltd,INE001B01026,337.800000
543308,Krishna Institute of Medical Sciences Ltd,INE967H01017,2249.550000
500249,KSB Ltd,INE999A01015,3968.950000
533519,L&T Finance Holdings Ltd,INE498L01015,171.050000
540115,L&T Technology Services Ltd,INE010V01017,5439.050000
526947,La Opala Rg Ltd.,INE059D01020,350.450000
500252,Lakshmi Machine Works Ltd,INE269B01029,14776.300000
500510,Larsen & Toubro Ltd,INE018A01030,3469.800000
543398,Latent View Analytics Ltd,INE0I7C01011,522.750000
540222,Laurus Labs Ltd,INE947Q01028,395.250000
543277,Laxmi Organic Industries Ltd,INE576O01020,266.500000
541233,Lemon Tree Hotels Ltd,INE970X01018,141.050000
500253,LIC Housing Finance Ltd,INE115A01026,659.250000
543526,Life Insurance Corporation of India,INE0J1Y01017,1040.900000
523457,Linde India Ltd,INE473A01011,5537.350000
512455,Lloyds Metals & Energy Ltd.,INE281B01032,596.750000
540005,LTIMindtree Ltd,INE214T01019,5466.050000
500257,Lupin Ltd,INE326A01037,1604.750000
543287,Macrotech Developers Ltd,INE670K01029,1115.650000
539957,Mahanagar Gas Ltd,INE002S01010,1504.650000
500266,Maharashtra Scooters Ltd.,INE288A01013,7517.850000
532720,Mahindra & Mahindra Financial Services Ltd,INE774D01024,290.600000
500520,Mahindra & Mahindra Ltd,INE101A01026,1927.600000
533088,Mahindra Holidays & Resorts India Ltd,INE998I01010,432.550000
532313,Mahindra Lifespace Developers Ltd,INE813A01018,607.600000
531213,Manappuram Finance Ltd,INE522D01027,182.100000
500109,Mangalore Refinery & Petrochemicals Ltd,INE103A01014,244.000000
543904,Mankind Pharma Ltd,INE634S01028,2064.850000
531642,Marico Ltd,INE196A01026,525.550000
532500,Maruti Suzuki India Ltd,INE585B01010,11459.450000
540749,MAS Financial Services Ltd,INE348L01012,326.800000
523704,Mastek Ltd,INE759A01021,2954.350000
500271,Max Financial Services Ltd,INE180A01020,925.250000
543220,Max Healthcare Institute Ltd,INE027H01010,835.250000
543237,Mazagon Dock Shipbuilders Ltd,INE249Z01012,2092.150000
543427,Medplus Health Services Ltd,INE804L01022,700.050000
543426,Metro Brands Ltd,INE317I01021,1147.450000
542650,Metropolis Healthcare Ltd,INE112L01020,1693.300000
538962,Minda Corporation Ltd,INE842C01021,433.600000
541195,Mishra Dhatu Nigam Ltd,INE099Z01011,432.100000
513377,MMTC LTD,INE123F01029,80.660000
543498,Motherson Sumi Wiring India Ltd,INE0FS801015,72.470000
532892,Motilal Oswal Financial Services Ltd,INE338I01027,1651.600000
526299,MphasiS Ltd,INE356A01018,2677.050000
500290,MRF Ltd,INE883A01011,148411.400000
534091,Multi Commodity Exchange of India Limited,INE745G01035,3661.150000
533398,Muthoot Finance Ltd,INE414G01012,1306.350000
539551,Narayana Hrudayalaya Ltd,INE410P01011,1394.050000
524816,Natco Pharma Ltd,INE987B01026,1026.150000
532234,National Aluminium Co Ltd,INE139A01034,156.850000
532504,Navin Fluorine International Ltd.,INE048G01026,3109.500000
534309,NBCC (India) Ltd,INE095N01031,139.750000
500294,NCC Ltd/India,INE868B01028,253.950000
505355,Nesco Ltd.,INE317F01035,894.200000
500790,Nestle India Ltd,INE239A01024,2582.900000
532798,Network 18 Media & Investments Ltd,INE870H01013,119.250000
533098,NHPC Ltd,INE848E01016,92.250000
540767,Nippon Life India Asset Management Ltd,INE298J01013,521.950000
513683,NLC India Ltd,INE589A01014,238.600000
526371,NMDC Ltd,INE584A01023,234.950000
543768,NMDC Steel Ltd,INE0NNS01018,62.640000
532555,NTPC Ltd,INE733E01010,337.550000
543334,Nuvoco Vistas Corporation Ltd,INE118D01016,338.700000
533273,Oberoi Realty Ltd,INE093I01010,1376.100000
500312,Oil & Natural Gas Corp Ltd,INE213A01029,269.700000
533106,Oil India Ltd,INE274J01014,567.700000
543396,One 97 Communications Ltd,INE982J01020,427.950000
532466,Oracle Financial Services Software Ltd,INE881D01027,7883.100000
541301,Orient Electric Ltd,INE142Z01019,209.450000
532827,Page Industries Ltd,INE761H01022,36078.150000
500368,Patanjali Foods Limited,INE619A01035,1640.150000
543390,PB Fintech Ltd,INE417T01026,1098.250000
506590,PCBL Ltd,INE602A01031,304.450000
533179,Persistent Systems Ltd,INE262H01013,8431.950000
532522,Petronet LNG Ltd,INE347G01014,286.300000
500680,Pfizer Ltd (India),INE182A01018,4399.400000
503100,Phoenix Mills Ltd,INE211B01039,2871.300000
523642,PI Industries Ltd,INE603J01030,3693.650000
500331,Pidilite Industries Ltd,INE318A01026,2714.750000
500302,Piramal Enterprises Ltd,INE140A01024,909.800000
543635,Piramal Pharma Ltd,INE0DK501011,135.950000
540173,PNB Housing Finance Ltd,INE572E01012,724.600000
539150,PNC Infratech Ltd,INE195J01029,447.100000
531768,Poly Medicure Ltd,INE205C01021,1564.950000
542652,Polycab India Ltd,INE455K01017,4786.900000
524000,Poonawalla Fincorp Ltd,INE511C01022,473.000000
532810,Power Finance Corp Ltd,INE134E01011,411.350000
532898,Power Grid Corp of India Ltd,INE752E01010,287.750000
522205,Praj Industries Ltd,INE074A01025,513.500000
533274,Prestige Estates Projects Ltd,INE811K01011,1224.350000
542907,Prince Pipes and Fittings Ltd,INE689W01016,582.500000
500338,Prism Johnson Ltd,INE010A01011,170.000000
530117,Privi Speciality Chemicals Ltd,INE959A01019,1230.650000
500126,Procter & Gamble Health Limited,INE199A01012,5088.700000
500459,Procter & Gamble Hygiene & Health Care Ltd,INE179A01014,16347.550000
533295,Punjab & Sind Bank,INE608A01012,65.840000
532461,Punjab National Bank,INE160A01022,124.850000
532689,PVR INOX Ltd,INE191H01014,1406.050000
539978,Quess Corp Ltd,INE615P01015,534.000000
532497,Radico Khaitan Ltd,INE944F01028,1623.100000
542649,Rail Vikas Nigam Ltd,INE415G01027,267.150000
500339,Rain Industries Limited,INE855B01025,190.050000
543524,Rainbow Children's Medicare Ltd,INE961O01016,1290.400000
531500,Rajesh Exports Ltd,INE343B01030,329.500000
500260,Ramco Cements Ltd,INE331A01037,872.150000
532527,Ramkrishna Forgings Ltd,INE399G01023,765.300000
524230,Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,146.450000
520111,Ratnamani Metals & Tubes Ltd,INE703B01027,2949.000000
500330,Raymond Ltd.,INE301A01014,1878.050000
540065,RBL Bank Ltd,INE976G01028,272.700000
532955,REC Ltd,INE020B01018,459.350000
532805,Redington Ltd,INE891D01026,207.800000
530517,Relaxo Footwears Ltd,INE131B01039,837.300000
500325,Reliance Industries Ltd,INE002A01018,2974.350000
543248,Restaurant Brands Asia Ltd,INE07T201019,109.150000
534076,Rhi Magnesita India Ltd,INE743M01012,574.550000
541556,RITES Ltd,INE320J01015,778.600000
543213,Rossari Biotech Ltd,INE02A801020,760.950000
543228,Route Mobile Ltd,INE450U01017,1598.100000
517334,Samvardhana Motherson International Ltd,INE775A01035,115.350000
500674,Sanofi India Ltd,INE058A01010,9031.950000
543397,Sapphire Food India Ltd,INE806T01012,1483.100000
543066,SBI Cards and Payment Services Limited,INE018E01016,729.700000
540719,SBI Life Insurance Company Ltd,INE123W01016,1547.600000
505790,Schaeffler India Ltd,INE513A01022,2928.500000
540203,Sheela Foam Ltd,INE916U01025,1045.100000
532638,Shoppers Stop Ltd,INE498B01024,738.200000
500387,Shree Cement Ltd,INE070A01015,26110.400000
532670,Shree Renuka Sugars Ltd,INE087H01022,47.390000
511218,Shriram Finance Ltd,INE721A01013,2485.450000
543299,Shyam Metalics and Energy Ltd,INE810G01011,657.500000
500550,Siemens India Ltd,INE003A01024,4564.400000
540673,SIS Limited,INE285J01028,439.650000
533206,SJVN Ltd,INE002L01015,120.100000
500472,SKF India Ltd,INE640A01023,4512.100000
532784,Sobha Limited,INE671H01015,1577.050000
532725,Solar Industries India Ltd,INE343H01029,6819.050000
543300,Sona BLW Precision Forgings Ltd,INE073K01018,665.250000
532221,Sonata Software Ltd,INE269A01021,846.750000
503806,SRF Ltd,INE647A01010,2400.000000
540575,Star Cement Ltd,INE460H01021,212.600000
543412,Star Health and Allied Insurance Company Ltd,INE575P01011,577.200000
500112,State Bank of India,INE062A01020,759.000000
500113,Steel Authority of India Ltd,INE114A01011,124.200000
542760,Sterling and Wilson Renewable Energy Ltd,INE00M201021,585.600000
532374,Sterlite Technologies Ltd.,INE089C01029,143.900000
542920,Sumitomo Chemical India Ltd,INE258G01013,383.900000
532872,Sun Pharma Advanced Research Co Ltd,INE232I01014,349.100000
524715,Sun Pharmaceutical Industries Ltd,INE044A01036,1556.950000
532733,Sun TV Network Ltd,INE424H01027,632.400000
500403,Sundaram Fastners,INE387A01021,1094.800000
512179,Sunteck Realty Ltd,INE805D01034,487.600000
509930,Supreme Industries,INE195A01028,4085.350000
500405,Supreme Petrochem Ltd.,INE663A01033,747.750000
543064,Suven Pharmaceuticals Limited,INE03QK01018,671.350000
532667,Suzlon Energy Ltd,INE040H01021,43.800000
503310,Swan Energy Ltd.,INE665A01038,729.300000
517385,Symphony Ltd,INE225D01027,912.800000
539268,Syngene International Ltd,INE398R01022,730.350000
543596,Tamilnad Mercantile Bank Ltd,INE668A01016,483.600000
532790,Tanla Platforms Ltd,INE483C01032,988.750000
500770,Tata Chemicals Ltd,INE092A01019,968.150000
500483,Tata Communications Ltd,INE151A01013,1869.100000
532540,Tata Consultancy Services Ltd,INE467B01029,4000.400000
500800,Tata Consumer Products Ltd,INE192A01025,1176.600000
500408,Tata Elxsi Ltd,INE670A01012,7708.050000
501301,Tata Investment Corp Ltd,INE672A01018,7074.750000
500570,Tata Motors Ltd,INE155A01022,936.700000
570001,Tata Motors Ltd DVR,IN9155A01020,615.400000
500400,Tata Power Co Ltd,INE245A01021,378.300000
500470,Tata Steel Ltd,INE081A01020,142.600000
532371,Tata Teleservices Maharashtra Ltd,INE517B01013,89.510000
540212,TCI Express Ltd,INE586V01016,1194.450000
532755,Tech Mahindra Ltd,INE669C01036,1297.800000
540595,Tejas Networks Ltd,INE010J01012,745.550000
540769,The New India Assurance Company Ltd,INE470Y01017,265.900000
500411,Thermax Ltd,INE152A01029,3727.350000
522113,Timken India Ltd.,INE325A01013,2731.400000
500114,Titan Co Ltd,INE280A01028,3621.050000
500420,Torrent Pharmaceuticals Ltd,INE685A01028,2622.850000
532779,Torrent Power Ltd,INE813H01021,1116.500000
500251,Trent Ltd.,INE849A01020,3843.850000
521064,Trident Ltd.,INE064C01022,44.200000
533655,Triveni Turbine Limited,INE152M01016,455.750000
517506,TTK Prestige Ltd,INE690A01028,768.450000
540762,Tube Investments Of India,INE974X01010,3570.750000
532800,TV18 Broadcast Ltd,INE886H01027,65.410000
532343,TVS Motor Co Ltd,INE494B01023,2161.550000
532505,UCO Bank,INE691A01018,58.020000
542904,Ujjivan Small Finance Bank Ltd,INE551W01018,53.180000
532538,UltraTech Cement Ltd,INE481G01011,9927.400000
532477,Union Bank of India,INE692A01016,147.200000
532478,United Breweries Ltd,INE686F01025,1706.750000
532432,United Spirits Ltd,INE854D01024,1146.100000
532539,UNO Minda Ltd,INE405E01023,654.400000
512070,UPL Ltd,INE628A01036,489.200000
517146,Usha Martin Ltd,INE228A01035,319.900000
543238,UTI Asset Management Company Ltd,INE094J01016,905.650000
532953,V-Guard Industries Ltd,INE951I01027,315.500000
534976,V-Mart Retail Limited,INE665J01013,1980.950000
532156,Vaibhav Global Ltd,INE884A01027,452.350000
502986,Vardhman Textiles Ltd.,INE825A01020,439.400000
541578,Varroc Engineering Ltd,INE665L01035,518.550000
540180,Varun Beverages Ltd,INE200M01021,1536.950000
543463,Vedant Fashions Ltd,INE825V01034,985.200000
500295,Vedanta Ltd,INE205A01025,265.250000
524200,Vinati Organics Ltd,INE410B01037,1669.050000
