CompanyCode,CompanyName,ShortCompanyName,TickerName,ParentCompanyCode,PersonDescription,PersonName,ExecutiveDescription,ExecutiveName,BSECode,BSEGroup,NSECode,ISINCode,Sourcetype,IncorporationDate,FirstPublicIssueDate,Auditeddate,FaceValue,Marketlot,IndustryCode,IndustryName,BusinessGroupCode,BusinessGroupName,MajorSector,latestFinYear,ForemostFinYear,LatestHalfYear,ForemostHalfYear,LatestQtrYear,ForemostQtrYear,ModifiedDate
10560008.0,ZF Steering Gear (India) Ltd.,ZF Steering Gear,ZFSterngGear,0.0,Mr.,Dinesh Munot,Mr.,Satish Mehta,505163.0,X,,INE116C01012,A,1981-01-21,,,10.0,1.0,56,Auto Ancl - Gears & Drive,10048,Firodias Group,1,2103,8903,2203,8903,2206.0,9706.0,2022-08-01 07:20:04
10560036.0,SAR Auto Products Ltd.,SAR Auto Products,SAR Auto,0.0,Mr.,Rameshkumar Dhurlabjibhai Virani,Ms.,Zalak Kamlesh Upadhyay,538992.0,X,,INE002E01010,A,1987-10-27,,,10.0,1.0,56,Auto Ancl - Gears & Drive,10514,Not Applicable,1,2103,903,2203,1009,2206.0,1006.0,2022-08-01 07:20:04
11050089.0,Heritage Foods Ltd.,Heritage Foods,HeritageFood,0.0,,,Mr.,Umakanta Barik,519552.0,A,HERITGFOOD,INE978A01027,A,1992-06-05,1994-11-17,,5.0,1.0,129,Food Processing - Bakery/Dairy/Fruits/Others,10514,Not Applicable,1,2203,9403,2203,9403,2206.0,9706.0,2022-08-01 07:20:04
11070010.0,Nahar Industrial Enterprises Ltd.,Nahar Indust.Ent,NaharIndlEnt,0.0,Mr.,Jawahar Lal Oswal,Mr.,Mukesh Sood,519136.0,B,NAHARINDUS,INE289A01011,A,1983-09-27,,,10.0,1.0,601,Textiles - Composite Mills,10111,Oswal Woollen Mill Group,1,2103,8806,2203,8909,2206.0,9806.0,2022-08-01 07:20:04
11070071.0,Jayant Agro Organics Ltd.,Jayant Agro Org,Jayant Agro,0.0,Mr.,Hemant V Udeshi,Mr.,Dinesh M Kapadia,524330.0,B,JAYAGROGN,INE785A01026,A,1992-05-07,1993-05-20,,5.0,1.0,206,Chemicals - Speciality - Others,10514,Not Applicable,1,2103,9303,2203,9309,2206.0,9706.0,2022-08-01 07:20:04
11070110.0,3P Land Holdings Ltd.,3P Land Holdings,PudmjeAgroIn,0.0,Mr.,G N Jajodia,Mr.,J W Patil,516092.0,B,3PLAND,INE105C01023,A,1965-12-13,1994-02-11,,2.0,1.0,162,Construction & Contracting,10047,Shri Ishar Group,1,2203,9503,2203,9309,2206.0,9706.0,2022-08-01 07:20:04
11080006.0,Kesar Enterprises Ltd.,Kesar Enterprise,Kesar Entpr,0.0,Mr.,H R Kilachand,,,507180.0,X,,INE133B01019,A,1933-08-01,,,10.0,1.0,132,Sugar,10078,Kilachand Group,1,2103,8903,2203,8903,2203.0,9803.0,2022-08-01 07:20:04
11080044.0,Sir Shadilal Enterprises Ltd.,Sir Shadilal Ent,Sir Shadilal,0.0,Mr.,Rajat Lal,Mr.,Ajay Kumar Jain,532879.0,X,,INE117H01019,A,1933-01-13,,,10.0,1.0,132,Sugar,10514,Not Applicable,1,2103,9403,2203,9809,2206.0,9812.0,2022-08-01 07:20:04
11120022.0,Virat Crane Industries Ltd.,Virat Crane Indu,ViratCranInd,0.0,Mr.,G V S L Kantha Rao,Mr.,R Adi Venkata Rama,519457.0,X,,INE295C01014,A,1992-06-18,1994-06-14,,10.0,1.0,265,Pan Masala/Tobacco Products,10514,Not Applicable,1,2103,9403,2203,9403,2206.0,9706.0,2022-08-01 07:20:04
11120204.0,Gokul Agro Resources Ltd.,Gokul Agro Resources,GokulAgroRes,0.0,Mr.,Jayesh Thakkar,Ms.,Chinar Jethwani,539725.0,B,GOKULAGRO,INE314T01025,A,2014-07-03,,,2.0,1.0,112,Edible Oils & Solvent Extraction,10514,Not Applicable,1,2103,1503,2203,1503,2206.0,1506.0,2022-08-01 07:20:04
11250011.0,Multi Commodity Exchange of India Ltd.,MCX,MCX,0.0,Mr.,P S Reddy,Mr.,Ajay Puri,534091.0,A,MCX,INE745G01035,A,2002-04-19,2012-02-22,,10.0,1.0,415,Exchanges,10514,Not Applicable,1,2103,303,2203,703,2206.0,1103.0,2022-08-01 07:20:04
11250231.0,Mukta Agriculture Ltd.,Mukta Agriculture,Pearl Agri,0.0,Mr.,Mohit Khadaria,Mr.,Gourav Mundra,535204.0,X,,INE160O01031,A,2011-08-29,,,10.0,1.0,125,Trading,10514,Not Applicable,1,2103,1203,2203,1203,2206.0,1203.0,2022-08-01 07:20:04
11250657.0,Confidence Futuristic Energetech Ltd.,Confidence Futurist,GI Resources,14560025.0,Mr.,Nitin Punamchand Khara,Ms.,Prity Bhabhra,539991.0,X,,INE700F01016,A,1985-06-26,,,10.0,1.0,125,Trading,10514,Not Applicable,1,2103,1203,2203,1203,2206.0,1206.0,2022-08-01 07:20:04
11510004.0,Dalmia Bharat Sugar and Industries Ltd.,Dalmia Bharat Sugar,DalmiaCement,0.0,Mr.,Bharat Bhushan Mehta,Ms.,Aashima Khanna,500097.0,A,DALMIASUG,INE495A01022,A,1951-11-01,,,2.0,1.0,132,Sugar,11387,Dalmia Bharat Group,1,2203,8903,2203,8903,2206.0,9706.0,2022-08-01 07:20:04
11510013.0,Rain Industries Ltd.,Rain Industries,Rain Commodi,0.0,Mr.,N Radhakrishna Reddy,Mr.,S Venkat Ramana Reddy,500339.0,A,RAIN,INE855B01025,A,1974-03-15,,,2.0,1.0,151,Cement,10514,Not Applicable,1,2112,8906,2206,8909,2206.0,9709.0,2022-08-01 07:20:04
11520056.0,Sainik Finance & Industries Ltd.,Sainik Finance & Ind,Sainik Fin,0.0,,,Ms.,Renu,530265.0,X,,INE584B01013,A,1991-08-22,1996-08-26,,10.0,1.0,409,Finance & Investments,10514,Not Applicable,1,2103,9703,2203,9709,2203.0,9806.0,2022-08-01 07:20:04
11530002.0,HIL Ltd.,HIL,Hyd Inds,0.0,Mr.,Dhirup Roy Choudhary,Mr.,Mahesh Thakar,509675.0,A,HIL,INE557A01011,A,1955-06-23,,,10.0,1.0,153,Cement Products,10017,CK Birla Group,1,2203,8903,2203,8909,2206.0,9709.0,2022-08-01 07:20:04
11530013.0,GPT Infraprojects Ltd.,GPT Infraprojects,GPT Infra,0.0,Mr.,Dwarika Prasad Tantia,Mr.,A B Chakrabartty,533761.0,B,GPTINFRA,INE390G01014,A,1980-07-18,,,10.0,1.0,153,Cement Products,11272,GPT Group,1,2203,9303,2203,9303,2206.0,706.0,2022-08-01 07:20:04
11550040.0,Elegant Marbles & Grani Industries Ltd.,Elegant Marbles,ElegntMarble,0.0,Mr.,Rakesh Agrawal,Ms.,Arpita Doshi,526705.0,X,,INE095B01010,A,1984-11-05,1994-11-28,,10.0,1.0,155,Granites/Marbles,10514,Not Applicable,1,2203,9403,2203,9403,2206.0,9806.0,2022-08-01 07:20:04
11550054.0,Mayur Floorings Ltd.,Mayur Floorings,Mayur Floor,0.0,Mr.,Mahavir N Sundrawat,Ms.,Deepali Totawat,531221.0,XT,,INE262W01012,A,1992-01-22,,,10.0,1.0,155,Granites/Marbles,10514,Not Applicable,1,2103,3,2203,9409,2206.0,9803.0,2022-08-01 07:20:04
11600361.0,MBL Infrastructures Ltd.,MBL Infrastructures,MBL Infra,0.0,Mr.,Anjanee Kumar Lakhotia,Mr.,Anubhav Maheshwari,533152.0,B,MBLINFRA,INE912H01013,A,1995-08-25,2009-11-27,,10.0,1.0,162,Construction & Contracting,10514,Not Applicable,1,2203,503,2203,503,2206.0,906.0,2022-08-01 07:20:04
12060093.0,Fineotex Chemical Ltd.,Fineotex Chemical Lt,FineotexChem,0.0,Mr.,Surendrakumar Tibrewala,Mr.,Hemant Auti,533333.0,A,FCL,INE045J01026,A,2004-01-30,2011-02-23,,2.0,1.0,206,Chemicals - Speciality - Others,10514,Not Applicable,1,2203,503,2203,503,2206.0,1106.0,2022-08-01 07:20:04
12070037.0,Foseco India Ltd.,Foseco India Lim,Foseco India,0.0,Mr.,Prasad Chavare,Mr.,Mahendra Kumar Dutia,500150.0,B,FOSECOIND,INE519A01011,A,1958-03-22,1993-11-22,,10.0,1.0,207,Chemicals - Organic - Others,11169,MNC Associate,1,2112,9103,2206,9303,2206.0,9706.0,2022-08-01 07:20:04
12200013.0,Nilkamal Ltd.,Nilkamal Ltd.,NilkamalPlst,0.0,Mr.,Hiten V Parekh,Ms.,Priti P Dave,523385.0,A,NILKAMAL,INE310A01015,A,1985-12-05,1991-02-18,,10.0,1.0,227,Plastics - Plastic & Plastic Products,10514,Not Applicable,1,2203,9003,2203,9203,2206.0,9806.0,2022-08-01 07:20:04
12520109.0,Emami Ltd.,Emami,Emami Ltd,0.0,Mr.,Sushil K Goenka,Mr.,A K Joshi,531162.0,A,EMAMILTD,INE548C01032,A,1983-03-11,,,1.0,1.0,252,Personal Care,10621,Emami Group,1,2103,9403,2203,9503,2206.0,9806.0,2022-08-01 07:20:04
12540010.0,Cipla Ltd.,Cipla,Cipla,0.0,Dr.,Y K Hamied,Mr.,Rajendra Chopra,500087.0,A,CIPLA,INE059A01026,A,1935-08-17,,,2.0,1.0,254,Pharmaceuticals,10424,Cipla Group,1,2103,8903,2203,8903,2206.0,9706.0,2022-08-01 07:20:04
12540035.0,Piramal Enterprises Ltd.,Piramal Enterprises,Piram.Health,0.0,Mr.,Ajay G Piramal,Mr.,Bipin Singh,500302.0,A,PEL,INE140A01024,A,1947-04-26,,,2.0,1.0,254,Pharmaceuticals,11233,Piramal Ajay Group,1,2203,8903,2203,8909,2206.0,9706.0,2022-08-01 07:20:04
12540199.0,Neuland Laboratories Ltd.,Neuland Laborat,Neulnd Labs,0.0,Dr.,Davuluri Rama Mohan Rao,Ms.,Sarada Bhamidipati,524558.0,A,NEULANDLAB,INE794A01010,A,1984-01-07,1994-04-18,,10.0,1.0,254,Pharmaceuticals,10514,Not Applicable,1,2203,9303,2203,9309,2203.0,9806.0,2022-08-01 07:20:04
12540226.0,Torrent Pharmaceuticals Ltd.,Torrent  Pharmac,Torrent Phar,0.0,Mr.,Samir Mehta,Mr.,Mahesh Agrawal,500420.0,A,TORNTPHARM,INE685A01028,A,1972-07-15,1994-02-21,,5.0,1.0,254,Pharmaceuticals,10281,Torrent Group,1,2203,9303,2203,9303,2206.0,9806.0,2022-08-01 07:20:04
12540262.0,Venus Remedies Ltd.,Venus Remedies L,VenusRemedis,0.0,Dr.(Mrs.),Manu Chaudhary,Mrs.,Neha Kodan,526953.0,B,VENUSREM,INE411B01019,A,1989-09-15,1995-02-15,,10.0,1.0,254,Pharmaceuticals,10514,Not Applicable,1,2103,9503,2203,9503,2206.0,9706.0,2022-08-01 07:20:04
12540297.0,Colinz Laboratories Ltd.,Colinz Laborator,Colinz Labs,0.0,,,Dr.,Mani L S,531210.0,XT,,INE923C01011,A,1986-10-06,1995-08-24,,10.0,1.0,254,Pharmaceuticals,10514,Not Applicable,1,2103,9703,2203,9503,2206.0,9706.0,2022-08-01 07:20:04
12541638.0,Vineet Laboratories Ltd.,Vineet Laboratories,Vineet Lab,0.0,Mr.,Gaddam Venkata Ramana,Ms.,Chetna Tiwari,543298.0,B,VINEETLAB,INE505Y01010,A,2016-11-10,,,10.0,1.0,254,Pharmaceuticals,10514,Not Applicable,1,2103,1703,2203,1703,2206.0,2103.0,2022-08-01 07:20:04
12541688.0,Jeena Sikho Lifecare Ltd.,Jeena Sikho Lifecare,Jeena Sikho,0.0,Mr.,Manish Grover,Ms.,Nikita Juneja,,,JSLL,INE0J5801011,A,2017-05-29,2022-03-30,2021-09-01,10.0,1000.0,254,Pharmaceuticals,10514,Not Applicable,1,2103,1803,2203,1803,,,2022-08-01 07:20:04
12630002.0,Godfrey Phillips India Ltd.,Godfrey Phillips Ind,GodfreyPhilp,0.0,Mr.,R A Shah,Mr.,Sanjay Gupta,500163.0,A,GODFRYPHLP,INE260B01028,A,1936-12-03,,,2.0,1.0,263,Cigarettes & Tobacco Products,10549,Modi (KK) Group,1,2103,8903,2203,8903,2206.0,9806.0,2022-08-01 07:20:04
13020039.0,SPS International Ltd.,SPS Internationa,SPS Intl,0.0,Mr.,Surendra Kumar Jain,Mr.,Saurabh Gupta,530177.0,XT,,INE758B01013,A,1993-01-18,1995-12-31,,10.0,1.0,125,Trading,10514,Not Applicable,1,2103,9403,2203,9403,2206.0,9806.0,2022-08-01 07:20:04
13080013.0,Incap Ltd.,Incap Ltd.,Incap Ltd,0.0,Mr.,C Bhagavantha Rao,Mr.,A Ramesh,517370.0,XT,,INE437C01012,A,1990-05-21,,,10.0,1.0,311,Electronics - Equipment/Components,10514,Not Applicable,1,2103,9703,2203,9903,2206.0,9912.0,2022-08-01 07:20:04
13110043.0,Zicom Electronic Security Systems Ltd.,Zicom Electronic,Zicom Electr,0.0,Mr.,Manohar Bidaye,Ms.,Kunjan Trivedi,531404.0,Z,ZICOM,INE871B01014,A,1994-12-01,1995-11-30,,10.0,1.0,311,Electronics - Equipment/Components,10514,Not Applicable,1,2003,9503,2203,9509,2012.0,9806.0,2022-08-01 07:20:04
13120123.0,Agni Green Power Ltd.,Agni Green Power,Agni Green,0.0,Dr.,Kanak Mukhopadhyay,Mr.,Avishek Kumar Sinha,,,AGNI,INE0LF301013,A,2015-08-25,2022-07-20,2022-05-27,10.0,10000.0,315,Electric Equipment - General,10514,Not Applicable,1,2103,1903,2103,1903,,,2022-08-01 07:20:04
13190069.0,Datamatics Global Services Ltd.,Datamatics Global Se,Datamat.Tech,0.0,Mr.,Rahul L Kanodia,Ms.,Divya Kumat,532528.0,B,DATAMATICS,INE365B01017,A,1987-11-03,2004-04-12,,5.0,1.0,319,IT Consulting & Software,10514,Not Applicable,1,2203,9803,2203,303,2206.0,306.0,2022-08-01 07:20:04
13190095.0,WEP Solutions Ltd.,WEP Solutions,DatanetSyste,0.0,Mr.,Ram N Agarwal,Ms.,Sujata Pratik Shaha,532373.0,X,,INE434B01029,A,1995-03-01,2000-08-23,,10.0,1.0,319,IT Consulting & Software,10514,Not Applicable,1,2103,3,2203,9909,2206.0,9912.0,2022-08-01 07:20:04
13190098.0,3i Infotech Ltd.,3i Infotech,3i Infotech,14040001.0,,,Mr.,Rajeev Limaye,532628.0,B,3IINFOLTD,INE748C01038,A,1993-10-11,2005-03-30,,10.0,1.0,319,IT Consulting & Software,10514,Not Applicable,1,2103,3,2203,403,2206.0,403.0,2022-08-01 07:20:04
13190158.0,Zen Technologies Ltd.,Zen Technologies Ltd,ZenTechnolog,0.0,,,Mr.,Hansraj Singh Rajput,533339.0,A,ZENTEC,INE251B01027,A,1993-06-29,,,1.0,1.0,319,IT Consulting & Software,10514,Not Applicable,1,2103,3,2203,209,2206.0,206.0,2022-08-01 07:20:04
13192114.0,Apollo Micro Systems Ltd.,Apollo Micro Systems,Apollo Micro,0.0,Mr.,Karunakar Reddy Baddam,Mr.,Vitta Chaitanya Siva Shankar,540879.0,B,APOLLO,INE713T01010,A,1997-03-03,2018-01-10,,10.0,1.0,311,Electronics - Equipment/Components,10514,Not Applicable,1,2103,1103,2203,1103,2203.0,1612.0,2022-08-01 07:20:04
13192629.0,Nazara Technologies Ltd.,Nazara Technologies,Nazara Tech,0.0,Mr.,Nitish Mittersain,,,543280.0,A,NAZARA,INE418L01021,A,1999-12-08,2021-03-17,,4.0,1.0,704,Entertainment & Media,10514,Not Applicable,1,2103,1703,2203,1703,2206.0,2003.0,2022-08-01 07:20:04
13240189.0,Route Mobile Ltd.,Route Mobile,Route Mobile,0.0,,,Mr.,Rathindra Das,543228.0,A,ROUTE,INE450U01017,A,2004-05-14,2020-09-09,,10.0,1.0,324,IT Enabled Services,10514,Not Applicable,1,2203,1603,2203,1603,2206.0,1906.0,2022-08-01 07:20:04
13520019.0,Sundaram Clayton Ltd.,Sundaram Clayton,SundaramClay,0.0,Dr.,Lakshmi Venu,Mr.,R Raja Prakash,520056.0,A,SUNCLAYLTD,INE105A01035,A,1962-05-24,,,5.0,1.0,66,Auto Ancl - Susp. & Braking - Others,10151,TVS Group,1,2203,8905,2203,8905,2206.0,9806.0,2022-08-01 07:20:04
